marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
razer,2016.0,8,16,,não,0,3.0,585.0,FULLHD,AMOLED,não,0.0,250,premium,21729
asus,2011.0,4,6,16.0,não,0,2.0,551.0,FULLHD,IPS,não,1000.0,2000,ultraportatil,20692
asus,2022.0,8,14,8.0,não,0,,,FULLHD,IPS,sim,0.0,2000,2em1,16089
apple,2016.0,4,5,8.0,não,0,2.0,517.0,FULLHD,OLED,não,0.0,1000,premium,15246
huawei,,8,10,16.0,não,0,,509.0,4K,OLED,não,0.0,500,premium,20388
,2012.0,4,7,8.0,não,0,4.0,134.0,HD,IPS,não,250.0,0,entrada,5740
dell,2018.0,8,12,8.0,não,0,2.0,564.0,4K,AMOLED,não,0.0,250,premium,24980
samsung,2017.0,6,11,,sim,4,1.0,87.0,FULLHD,IPS,não,0.0,250,jogos_entrada,7668
acer,,12,20,32.0,não,0,,596.0,FULLHD,VA,não,0.0,250,ultraportatil,17353
apple,2022.0,12,23,16.0,não,0,2.0,,FULLHD,OLED,não,0.0,500,premium,21468
apple,2019.0,12,19,16.0,não,0,,432.0,FULLHD,AMOLED,não,0.0,2000,premium,23636
,2015.0,4,5,,não,0,2.0,,QUADHD,AMOLED,não,0.0,250,premium,18781
razer,2011.0,12,12,16.0,não,0,,555.0,4K,OLED,não,0.0,250,premium,26794
hp,2019.0,6,11,,sim,2,,,FULLHD,IPS,não,0.0,1000,,6893
razer,2018.0,12,19,8.0,não,0,3.0,469.0,QUADHD,AMOLED,não,0.0,500,premium,24408
razer,2010.0,4,7,,sim,6,,,4K,AMOLED,não,0.0,250,jogos_premium,22248
dell,2022.0,12,17,2.0,não,0,,538.0,FULLHD,TN,não,0.0,250,ultraportatil,19387
lenovo,2021.0,10,14,16.0,sim,6,,107.0,QUADHD,AMOLED,não,0.0,250,jogos_premium,23339
acer,2022.0,10,12,16.0,não,0,,597.0,HD,TN,não,0.0,250,entrada,12455
huawei,2020.0,6,11,8.0,não,0,3.0,426.0,QUADHD,AMOLED,não,0.0,500,,20161
xiaomi,2021.0,6,7,16.0,não,0,,404.0,QUADHD,AMOLED,não,0.0,500,premium,23499
,2021.0,10,14,8.0,sim,2,4.0,145.0,FULLHD,VA,não,0.0,500,jogos_entrada,8800
acer,2011.0,4,5,16.0,sim,6,,,FULLHD,OLED,não,2000.0,500,jogos_premium,18767
huawei,2017.0,6,10,16.0,não,0,2.0,,4K,OLED,não,0.0,250,premium,24301
huawei,,4,6,16.0,não,0,2.0,,QUADHD,AMOLED,não,0.0,1000,premium,22979
asus,2016.0,6,6,,não,0,,,FULLHD,IPS,sim,0.0,1000,,25325
asus,2012.0,6,10,12.0,não,0,4.0,,HD,TN,não,1000.0,0,,7640
dell,2021.0,10,18,16.0,sim,4,4.0,114.0,FULLHD,VA,não,0.0,1000,jogos_intermediarios,10333
asus,2023.0,8,11,6.0,não,0,,,HD,OLED,não,0.0,250,intermediario,8499
samsung,2013.0,6,12,2.0,não,0,,518.0,FULLHD,TN,não,2000.0,500,ultraportatil,18285
asus,2013.0,4,5,16.0,não,0,2.0,570.0,FULLHD,IPS,não,0.0,250,ultraportatil,15848
lenovo,2023.0,4,4,,não,0,3.0,,HD,VA,não,0.0,500,intermediario,10929
dell,2019.0,4,4,12.0,não,0,,,HD,VA,não,0.0,2000,intermediario,13134
hp,2013.0,2,4,,não,0,3.0,508.0,FULLHD,IPS,não,1000.0,125,ultraportatil,14870
asus,2023.0,4,6,16.0,não,0,,549.0,FULLHD,VA,não,0.0,250,ultraportatil,14625
xiaomi,2018.0,6,10,,não,0,,505.0,4K,OLED,não,0.0,2000,premium,23425
samsung,2010.0,6,12,,não,0,,443.0,QUADHD,AMOLED,sim,500.0,250,premium,19710
lenovo,2010.0,8,12,12.0,sim,6,4.0,186.0,4K,VA,não,1000.0,500,,13340
huawei,2017.0,6,7,16.0,não,0,2.0,446.0,FULLHD,AMOLED,não,0.0,2000,premium,18065
samsung,2016.0,8,16,16.0,não,0,,570.0,FULLHD,AMOLED,não,0.0,250,premium,21831
,2023.0,12,14,8.0,não,0,,485.0,FULLHD,AMOLED,não,0.0,500,premium,18606
huawei,2013.0,8,11,,não,0,,493.0,4K,AMOLED,não,0.0,2000,premium,25725
razer,2012.0,6,6,32.0,sim,6,,53.0,QUADHD,AMOLED,não,500.0,500,jogos_premium,12403
razer,2023.0,6,9,32.0,sim,12,,,4K,AMOLED,não,0.0,2000,jogos_premium,16658
razer,2018.0,10,17,16.0,sim,6,,,FULLHD,OLED,não,0.0,1000,jogos_premium,17747
lenovo,2014.0,4,5,,não,0,,515.0,FULLHD,AMOLED,não,2000.0,250,premium,17403
dell,2020.0,8,13,32.0,sim,6,,142.0,4K,OLED,não,0.0,1000,jogos_premium,22714
razer,2012.0,6,7,32.0,sim,6,,,4K,OLED,não,500.0,1000,jogos_premium,19972
asus,2011.0,4,6,16.0,não,0,2.0,562.0,FULLHD,IPS,sim,500.0,250,2em1,16344
dell,2018.0,10,13,16.0,não,0,2.0,,FULLHD,OLED,não,0.0,250,premium,18822
acer,,4,5,12.0,não,0,2.0,544.0,FULLHD,TN,não,500.0,500,ultraportatil,15611
asus,2021.0,10,20,8.0,não,0,,,HD,TN,não,250.0,0,entrada,11816
hp,2012.0,4,7,8.0,não,0,2.0,,FULLHD,VA,não,0.0,500,ultraportatil,20128
asus,2015.0,6,10,8.0,não,0,2.0,,FULLHD,TN,não,0.0,500,ultraportatil,19684
razer,2022.0,10,11,8.0,não,0,3.0,,4K,AMOLED,não,,500,premium,26615
huawei,2022.0,4,7,,não,0,3.0,559.0,4K,AMOLED,não,0.0,250,premium,26133
hp,2020.0,4,7,12.0,sim,6,,162.0,4K,IPS,não,0.0,500,jogos_intermediarios,11232
apple,2019.0,10,17,,não,0,2.0,,4K,AMOLED,não,0.0,250,premium,23828
positivo,2016.0,4,6,32.0,não,0,3.0,50.0,HD,IPS,não,250.0,0,entrada,4564
lenovo,2015.0,8,10,12.0,sim,4,1.0,44.0,FULLHD,OLED,não,0.0,250,jogos_entrada,7645
dell,2015.0,8,16,6.0,não,0,,555.0,FULLHD,IPS,sim,0.0,250,2em1,15802
positivo,2012.0,6,10,2.0,não,0,1.0,279.0,HD,IPS,não,250.0,0,entrada,6854
huawei,2019.0,4,4,16.0,não,0,,460.0,4K,OLED,não,0.0,2000,premium,20077
xiaomi,2012.0,12,16,16.0,não,0,,,4K,OLED,não,500.0,250,premium,19111
huawei,2022.0,4,4,16.0,não,0,,554.0,QUADHD,AMOLED,não,0.0,2000,premium,24281
samsung,2012.0,10,13,,sim,6,2.0,116.0,QUADHD,IPS,não,250.0,250,jogos_intermediarios,11344
asus,2021.0,8,12,8.0,não,0,3.0,,4K,AMOLED,não,0.0,250,premium,16746
positivo,2016.0,8,12,,não,0,,,HD,IPS,não,0.0,250,entrada,7506
positivo,2021.0,10,20,12.0,não,0,3.0,260.0,HD,TN,não,1000.0,0,entrada,7376
asus,2023.0,12,15,,não,0,3.0,493.0,FULLHD,AMOLED,sim,0.0,250,2em1,14784
dell,2010.0,4,6,4.0,não,0,,,FULLHD,IPS,sim,1000.0,250,2em1,12447
positivo,2011.0,2,2,,não,0,3.0,213.0,HD,TN,não,1000.0,0,entrada,5954
apple,2012.0,6,10,8.0,não,0,,,QUADHD,OLED,não,0.0,1000,premium,23626
,2012.0,12,21,8.0,não,0,,521.0,QUADHD,OLED,não,0.0,2000,premium,20251
hp,2021.0,12,16,12.0,não,0,2.0,,FULLHD,OLED,não,0.0,1000,ultraportatil,19002
apple,2011.0,10,18,,não,0,,506.0,QUADHD,AMOLED,não,0.0,500,,19016
hp,2020.0,4,5,16.0,sim,6,4.0,80.0,4K,IPS,não,0.0,500,,9463
hp,2012.0,12,17,16.0,sim,4,1.0,105.0,FULLHD,IPS,não,2000.0,1000,jogos_intermediarios,11376
apple,2016.0,6,6,8.0,não,0,2.0,470.0,4K,AMOLED,não,0.0,2000,premium,25523
positivo,2016.0,10,15,12.0,não,0,1.0,,HD,TN,não,0.0,2000,entrada,5695
asus,2015.0,4,7,32.0,não,0,,,FULLHD,IPS,não,0.0,250,ultraportatil,17426
asus,2012.0,6,12,6.0,não,0,,387.0,HD,TN,não,0.0,1000,,10642
,2020.0,10,15,8.0,não,0,,506.0,QUADHD,OLED,não,0.0,250,premium,25328
hp,2012.0,6,9,4.0,não,0,2.0,,FULLHD,TN,não,250.0,250,ultraportatil,19177
,2017.0,12,18,,não,0,,439.0,QUADHD,OLED,não,0.0,1000,premium,23849
lenovo,2012.0,4,4,16.0,sim,6,4.0,159.0,4K,OLED,não,2000.0,2000,jogos_intermediarios,12872
lenovo,2015.0,6,10,12.0,não,0,,,HD,IPS,não,500.0,0,intermediario,8613
lenovo,2021.0,10,18,,não,0,,458.0,FULLHD,AMOLED,não,0.0,250,premium,15442
huawei,2021.0,6,6,8.0,não,0,3.0,454.0,QUADHD,OLED,não,0.0,1000,premium,21903
xiaomi,2013.0,10,15,8.0,não,0,,442.0,4K,OLED,não,1000.0,250,premium,24855
,2016.0,10,17,2.0,não,0,2.0,107.0,HD,TN,não,0.0,500,entrada,5963
,2021.0,10,16,8.0,não,0,2.0,,4K,AMOLED,não,0.0,500,premium,25868
lenovo,2022.0,4,8,8.0,não,0,3.0,406.0,HD,TN,não,0.0,500,intermediario,10544
xiaomi,2013.0,12,18,16.0,não,0,,420.0,FULLHD,AMOLED,não,500.0,250,premium,23120
huawei,2016.0,10,16,16.0,não,0,3.0,,4K,AMOLED,não,0.0,2000,premium,21827
huawei,2010.0,10,17,16.0,não,0,,507.0,4K,OLED,não,500.0,250,premium,16320
razer,2015.0,4,5,8.0,não,0,,509.0,4K,AMOLED,não,0.0,1000,premium,15924
razer,2012.0,10,17,16.0,não,0,,514.0,4K,OLED,não,500.0,250,premium,18693
dell,2022.0,10,11,,sim,2,4.0,72.0,FULLHD,VA,não,0.0,1000,jogos_entrada,7484
hp,2011.0,6,10,8.0,sim,2,,181.0,FULLHD,OLED,não,0.0,500,jogos_entrada,8481
xiaomi,,10,17,8.0,não,0,,,4K,OLED,não,0.0,1000,premium,17551
apple,,12,14,8.0,não,0,2.0,,QUADHD,AMOLED,não,0.0,1000,premium,20997
xiaomi,2013.0,4,8,8.0,não,0,,597.0,FULLHD,AMOLED,não,0.0,2000,,26520
acer,2011.0,4,4,6.0,não,0,,508.0,FULLHD,IPS,não,0.0,2000,ultraportatil,14754
apple,2018.0,12,18,16.0,não,0,3.0,470.0,4K,AMOLED,não,0.0,250,premium,20086
samsung,2021.0,12,21,,sim,4,4.0,135.0,FULLHD,VA,não,,2000,jogos_entrada,10957
lenovo,2013.0,6,9,12.0,sim,6,3.0,165.0,4K,TN,não,250.0,125,jogos_intermediarios,11991
,2017.0,10,16,16.0,sim,6,,,4K,OLED,não,0.0,2000,jogos_premium,14633
samsung,2018.0,8,9,12.0,sim,2,4.0,190.0,FULLHD,IPS,não,0.0,250,jogos_entrada,8719
razer,2022.0,10,13,8.0,não,0,,578.0,QUADHD,OLED,não,0.0,250,premium,16291
apple,2019.0,6,6,16.0,não,0,,600.0,FULLHD,OLED,não,0.0,250,premium,20642
lenovo,2016.0,10,16,,não,0,,121.0,HD,TN,não,0.0,250,entrada,5263
lenovo,2014.0,6,12,4.0,não,0,,62.0,FULLHD,IPS,sim,1000.0,250,2em1,9301
positivo,2017.0,6,12,12.0,não,0,1.0,221.0,HD,IPS,não,0.0,500,entrada,7269
razer,2021.0,4,4,16.0,não,0,3.0,,QUADHD,OLED,não,0.0,250,premium,19603
huawei,2017.0,8,16,8.0,não,0,,475.0,FULLHD,OLED,não,0.0,2000,premium,19185
acer,2020.0,12,15,32.0,sim,6,4.0,98.0,FULLHD,AMOLED,não,0.0,2000,jogos_premium,14048
samsung,2015.0,4,4,16.0,não,0,2.0,584.0,4K,OLED,não,0.0,500,premium,25541
razer,2012.0,8,10,8.0,não,0,2.0,,FULLHD,OLED,não,1000.0,250,premium,21139
asus,2012.0,4,8,4.0,não,0,2.0,568.0,FULLHD,OLED,não,1000.0,1000,ultraportatil,16601
,2023.0,12,24,4.0,não,0,,,HD,IPS,não,,125,entrada,8539
samsung,2015.0,6,10,32.0,não,0,,490.0,FULLHD,IPS,sim,0.0,250,2em1,16927
hp,2023.0,4,8,12.0,sim,4,,197.0,QUADHD,OLED,não,0.0,250,jogos_intermediarios,12007
lenovo,2011.0,6,12,6.0,não,0,2.0,,FULLHD,TN,não,1000.0,250,ultraportatil,19815
razer,2012.0,12,15,16.0,não,0,3.0,430.0,4K,AMOLED,não,250.0,250,premium,19796
samsung,2011.0,8,8,12.0,sim,6,1.0,98.0,FULLHD,OLED,não,2000.0,500,jogos_intermediarios,10428
,,4,4,12.0,sim,6,1.0,170.0,FULLHD,TN,não,0.0,500,,10077
,2020.0,4,8,,não,0,3.0,598.0,FULLHD,OLED,não,0.0,250,premium,19786
asus,2016.0,8,10,,não,0,,55.0,FULLHD,IPS,sim,0.0,2000,2em1,7125
razer,2020.0,6,12,32.0,sim,6,4.0,153.0,FULLHD,AMOLED,não,0.0,500,jogos_premium,14937
razer,2018.0,10,19,8.0,não,0,3.0,412.0,QUADHD,AMOLED,não,0.0,1000,premium,19851
lenovo,2012.0,4,7,8.0,não,0,,577.0,4K,OLED,não,2000.0,250,premium,21984
dell,2021.0,12,20,4.0,não,0,,270.0,FULLHD,IPS,sim,0.0,250,2em1,10309
acer,2014.0,10,19,8.0,não,0,,253.0,HD,IPS,não,500.0,0,entrada,7918
apple,,6,8,16.0,não,0,3.0,,FULLHD,OLED,não,0.0,2000,premium,20746
samsung,2013.0,2,2,8.0,não,0,,491.0,HD,TN,não,2000.0,0,entrada,9417
razer,2022.0,4,6,8.0,não,0,3.0,446.0,FULLHD,OLED,não,0.0,2000,premium,18070
samsung,2012.0,10,13,16.0,não,0,2.0,560.0,FULLHD,AMOLED,sim,250.0,250,premium,24709
samsung,2022.0,10,14,64.0,não,0,2.0,,HD,TN,não,0.0,2000,entrada,15124
xiaomi,2019.0,10,19,,não,0,,522.0,FULLHD,AMOLED,não,0.0,250,premium,20256
apple,2022.0,6,11,8.0,não,0,,443.0,FULLHD,OLED,não,0.0,2000,,22262
xiaomi,2017.0,8,13,8.0,não,0,2.0,483.0,FULLHD,OLED,não,0.0,250,premium,17171
asus,2010.0,4,5,4.0,não,0,3.0,307.0,FULLHD,AMOLED,sim,1000.0,250,2em1,11896
xiaomi,2012.0,4,4,,não,0,,438.0,QUADHD,OLED,não,500.0,250,premium,14849
dell,2022.0,12,15,2.0,não,0,,416.0,FULLHD,AMOLED,sim,0.0,2000,2em1,15216
razer,2010.0,6,6,32.0,sim,6,4.0,140.0,4K,OLED,não,2000.0,2000,jogos_premium,14484
acer,2017.0,8,13,12.0,sim,2,,147.0,FULLHD,IPS,não,0.0,250,jogos_entrada,8579
,2014.0,10,18,16.0,não,0,,436.0,FULLHD,OLED,não,0.0,250,premium,20856
huawei,2018.0,4,8,8.0,não,0,,,4K,AMOLED,não,0.0,500,premium,18204
xiaomi,2016.0,12,22,,não,0,3.0,572.0,QUADHD,OLED,não,0.0,250,premium,18206
,2018.0,8,13,8.0,não,0,,,FULLHD,OLED,não,0.0,1000,premium,25167
huawei,2016.0,8,12,16.0,não,0,,424.0,FULLHD,OLED,não,0.0,1000,premium,21488
positivo,2013.0,6,7,,não,0,,66.0,HD,IPS,não,250.0,0,,3951
dell,2014.0,6,9,,não,0,,561.0,FULLHD,TN,não,500.0,500,ultraportatil,19084
xiaomi,2011.0,10,15,16.0,não,0,,477.0,4K,AMOLED,não,500.0,250,,25549
positivo,2023.0,6,9,16.0,não,0,2.0,248.0,HD,IPS,não,0.0,250,entrada,8118
hp,2020.0,8,14,16.0,sim,6,4.0,167.0,QUADHD,TN,não,0.0,250,jogos_intermediarios,10586
,2019.0,6,7,16.0,não,0,2.0,575.0,FULLHD,AMOLED,não,0.0,250,premium,16626
hp,2017.0,8,16,2.0,não,0,2.0,597.0,FULLHD,TN,não,0.0,1000,ultraportatil,15887
huawei,2018.0,8,12,16.0,não,0,,505.0,4K,OLED,não,0.0,250,premium,25175
lenovo,2019.0,10,16,12.0,sim,4,4.0,,FULLHD,TN,não,0.0,2000,,11046
,2018.0,12,15,16.0,sim,6,,116.0,4K,TN,não,0.0,250,jogos_intermediarios,10578
positivo,2015.0,8,14,,não,0,1.0,99.0,HD,IPS,não,250.0,0,entrada,4338
,2019.0,10,13,16.0,não,0,,,FULLHD,OLED,não,0.0,1000,premium,19252
acer,2018.0,10,14,8.0,não,0,2.0,,4K,OLED,não,0.0,250,premium,22768
huawei,2017.0,4,5,8.0,não,0,,,QUADHD,AMOLED,não,0.0,250,premium,23100
lenovo,2015.0,12,22,8.0,não,0,2.0,535.0,FULLHD,OLED,não,0.0,2000,premium,20496
xiaomi,,4,6,16.0,não,0,3.0,404.0,FULLHD,AMOLED,não,2000.0,250,premium,15465
apple,2023.0,6,7,8.0,não,0,2.0,594.0,4K,AMOLED,não,0.0,250,premium,25899
hp,2016.0,12,24,16.0,sim,6,4.0,113.0,4K,IPS,não,0.0,1000,jogos_intermediarios,11905
apple,2023.0,8,8,8.0,não,0,,,4K,OLED,não,0.0,2000,premium,21514
xiaomi,2023.0,6,11,8.0,não,0,,443.0,4K,AMOLED,não,0.0,250,premium,18193
positivo,2023.0,10,14,64.0,não,0,3.0,86.0,HD,TN,não,1000.0,2000,entrada,7725
acer,2020.0,8,9,,não,0,1.0,557.0,HD,VA,não,250.0,0,intermediario,14917
lenovo,2022.0,6,10,2.0,não,0,,,HD,VA,não,0.0,2000,intermediario,11298
apple,2012.0,12,24,8.0,não,0,2.0,,4K,OLED,não,0.0,250,premium,24284
acer,2022.0,6,9,8.0,sim,2,4.0,62.0,FULLHD,OLED,não,0.0,250,jogos_entrada,7228
positivo,2020.0,10,13,,não,0,2.0,,HD,TN,não,0.0,1000,entrada,8174
razer,2018.0,4,5,16.0,sim,6,,116.0,FULLHD,OLED,não,0.0,2000,jogos_premium,15970
acer,2019.0,10,17,16.0,não,0,2.0,593.0,4K,OLED,não,0.0,2000,premium,23366
xiaomi,2020.0,10,12,16.0,não,0,,,QUADHD,AMOLED,não,0.0,250,premium,15087
,2021.0,6,8,,não,0,2.0,74.0,HD,IPS,não,250.0,0,entrada,4534
hp,2019.0,6,12,8.0,sim,4,4.0,,FULLHD,IPS,não,0.0,250,,6620
positivo,2017.0,6,7,16.0,não,0,,184.0,HD,IPS,não,500.0,0,entrada,6740
hp,2016.0,6,7,16.0,não,0,,508.0,FULLHD,TN,não,0.0,500,ultraportatil,13788
apple,2023.0,4,8,16.0,não,0,,,4K,AMOLED,não,0.0,250,premium,23792
hp,2010.0,6,6,16.0,sim,6,4.0,55.0,4K,OLED,não,250.0,500,jogos_intermediarios,9372
samsung,2017.0,8,16,2.0,não,0,3.0,294.0,HD,TN,não,1000.0,0,intermediario,9712
hp,2021.0,4,5,8.0,sim,4,,190.0,FULLHD,TN,não,0.0,250,jogos_entrada,9404
dell,2014.0,10,20,8.0,sim,2,3.0,,FULLHD,VA,não,250.0,2000,jogos_entrada,10476
acer,2017.0,4,4,,não,0,2.0,393.0,FULLHD,IPS,sim,0.0,250,2em1,13391
asus,2023.0,8,14,16.0,não,0,2.0,522.0,FULLHD,OLED,não,0.0,250,premium,23295
dell,2019.0,8,8,16.0,não,0,,,HD,TN,não,2000.0,0,intermediario,9195
positivo,2023.0,6,12,4.0,não,0,1.0,128.0,HD,TN,não,500.0,125,entrada,5869
huawei,2014.0,10,17,8.0,não,0,,424.0,4K,OLED,não,2000.0,250,premium,16325
asus,2020.0,4,4,,não,0,,564.0,FULLHD,AMOLED,não,0.0,500,premium,24331
xiaomi,2018.0,12,20,8.0,não,0,,596.0,FULLHD,AMOLED,não,0.0,500,premium,19075
samsung,2013.0,2,4,8.0,não,0,3.0,403.0,HD,VA,não,0.0,2000,intermediario,11567
positivo,2015.0,10,11,,não,0,,,HD,IPS,não,1000.0,0,entrada,7309
huawei,2014.0,4,6,8.0,não,0,2.0,541.0,FULLHD,AMOLED,não,1000.0,250,premium,23911
positivo,2012.0,4,5,8.0,não,0,1.0,177.0,HD,IPS,não,2000.0,0,entrada,6188
positivo,2018.0,8,11,64.0,não,0,,,HD,IPS,não,1000.0,0,entrada,6718
positivo,2011.0,6,6,4.0,não,0,4.0,125.0,HD,TN,não,1000.0,0,,5192
asus,2012.0,12,14,8.0,não,0,,,QUADHD,AMOLED,sim,2000.0,250,premium,19763
apple,2023.0,10,15,16.0,não,0,2.0,533.0,FULLHD,OLED,não,0.0,250,,21950
samsung,2021.0,6,10,12.0,não,0,,,HD,TN,não,500.0,0,intermediario,10455
dell,2015.0,10,13,8.0,não,0,2.0,434.0,QUADHD,OLED,não,0.0,250,premium,14085
apple,2012.0,12,21,8.0,não,0,,442.0,QUADHD,OLED,não,500.0,250,premium,15593
,2020.0,8,13,16.0,não,0,,490.0,QUADHD,OLED,não,0.0,1000,premium,20723
dell,2016.0,10,20,6.0,não,0,2.0,178.0,HD,TN,não,1000.0,0,,6611
xiaomi,2014.0,4,7,,não,0,,461.0,FULLHD,OLED,não,2000.0,250,premium,21139
asus,2020.0,10,15,32.0,não,0,2.0,551.0,FULLHD,TN,não,0.0,250,ultraportatil,20624
razer,2016.0,12,16,,não,0,2.0,420.0,QUADHD,OLED,não,0.0,250,,20718
huawei,2020.0,8,14,16.0,não,0,2.0,517.0,4K,OLED,não,0.0,250,premium,18578
hp,2016.0,8,13,12.0,sim,6,,167.0,4K,OLED,não,0.0,250,jogos_intermediarios,11810
,2011.0,6,8,,não,0,,508.0,FULLHD,TN,não,2000.0,500,ultraportatil,17150
dell,2019.0,4,4,6.0,não,0,3.0,,HD,VA,não,2000.0,0,intermediario,6121
acer,2020.0,6,12,2.0,não,0,1.0,408.0,HD,TN,não,500.0,0,entrada,8601
acer,2022.0,4,5,16.0,sim,8,4.0,183.0,QUADHD,OLED,não,0.0,1000,jogos_premium,21179
razer,2016.0,12,23,16.0,não,0,,598.0,FULLHD,AMOLED,não,0.0,500,premium,18860
huawei,2015.0,12,13,8.0,não,0,,575.0,FULLHD,OLED,não,0.0,250,premium,17231
samsung,2023.0,8,14,6.0,não,0,,505.0,FULLHD,IPS,não,0.0,250,ultraportatil,16764
hp,2010.0,10,15,,sim,4,3.0,31.0,QUADHD,IPS,não,1000.0,1000,jogos_intermediarios,9872
samsung,2017.0,6,11,8.0,não,0,,211.0,FULLHD,AMOLED,sim,0.0,250,2em1,12432
lenovo,2020.0,4,8,,não,0,3.0,561.0,FULLHD,VA,não,0.0,2000,ultraportatil,20598
xiaomi,2020.0,6,12,8.0,não,0,,,4K,AMOLED,não,0.0,250,premium,23358
positivo,2016.0,10,19,12.0,não,0,,30.0,HD,IPS,não,0.0,250,entrada,3945
asus,2013.0,6,8,16.0,não,0,2.0,365.0,HD,TN,não,250.0,0,entrada,8314
samsung,2014.0,6,11,12.0,não,0,,558.0,FULLHD,VA,não,2000.0,1000,ultraportatil,18865
xiaomi,2018.0,8,8,16.0,não,0,,513.0,4K,AMOLED,não,0.0,1000,premium,21000
huawei,2014.0,10,17,8.0,não,0,2.0,,QUADHD,AMOLED,não,2000.0,250,premium,18409
dell,2023.0,12,13,16.0,não,0,,235.0,FULLHD,IPS,sim,0.0,500,2em1,13735
lenovo,2011.0,4,8,8.0,sim,4,,59.0,FULLHD,OLED,não,1000.0,1000,jogos_entrada,7411
xiaomi,2023.0,10,14,16.0,não,0,,404.0,FULLHD,AMOLED,não,0.0,1000,premium,23370
huawei,2016.0,6,9,16.0,não,0,2.0,542.0,4K,OLED,não,0.0,1000,premium,16427
apple,2011.0,6,7,16.0,não,0,3.0,508.0,QUADHD,OLED,não,500.0,250,,16748
hp,2010.0,2,3,4.0,não,0,,,FULLHD,VA,não,250.0,1000,ultraportatil,14295
xiaomi,2015.0,12,23,,não,0,,423.0,QUADHD,AMOLED,não,0.0,1000,premium,20239
apple,2010.0,12,12,16.0,não,0,2.0,,QUADHD,OLED,não,250.0,250,premium,23165
positivo,2013.0,6,7,,não,0,,176.0,HD,TN,não,1000.0,0,entrada,5287
huawei,2010.0,4,4,16.0,não,0,2.0,484.0,QUADHD,AMOLED,não,2000.0,250,premium,15060
razer,2012.0,4,6,16.0,sim,6,2.0,,QUADHD,OLED,não,1000.0,125,jogos_premium,12140
asus,2019.0,8,11,2.0,não,0,2.0,560.0,HD,IPS,não,0.0,500,entrada,12723
,2021.0,6,12,32.0,sim,6,,142.0,QUADHD,AMOLED,não,0.0,1000,jogos_premium,16266
dell,2022.0,4,8,4.0,não,0,3.0,521.0,FULLHD,OLED,não,0.0,2000,ultraportatil,18057
positivo,2016.0,10,10,6.0,não,0,,,HD,TN,não,0.0,2000,entrada,8033
dell,2017.0,10,19,6.0,não,0,,78.0,HD,VA,não,250.0,0,,7484
lenovo,2010.0,6,8,8.0,não,0,,322.0,HD,VA,não,2000.0,0,,9378
dell,2015.0,4,4,,sim,6,,113.0,QUADHD,TN,não,0.0,1000,jogos_intermediarios,10479
,2019.0,4,6,,sim,6,,74.0,4K,AMOLED,não,0.0,500,jogos_premium,23223
,2016.0,10,18,8.0,não,0,,114.0,FULLHD,AMOLED,sim,0.0,250,2em1,11980
huawei,2013.0,6,6,16.0,não,0,,,FULLHD,AMOLED,não,500.0,250,premium,18314
apple,2016.0,10,15,8.0,não,0,3.0,576.0,FULLHD,OLED,não,0.0,500,premium,26312
lenovo,2016.0,6,6,,sim,4,4.0,171.0,4K,OLED,não,0.0,1000,jogos_intermediarios,12043
positivo,2021.0,4,5,16.0,não,0,,136.0,HD,TN,não,500.0,0,entrada,5718
,2020.0,10,11,8.0,não,0,2.0,422.0,QUADHD,AMOLED,não,0.0,2000,premium,15887
acer,2017.0,10,16,4.0,não,0,4.0,255.0,HD,TN,não,1000.0,0,entrada,6839
acer,2018.0,6,12,,sim,4,,,FULLHD,TN,não,0.0,250,jogos_entrada,6978
asus,2010.0,4,4,6.0,não,0,,566.0,FULLHD,IPS,sim,0.0,250,2em1,17888
acer,2014.0,4,6,32.0,sim,6,,174.0,QUADHD,AMOLED,não,2000.0,1000,jogos_premium,15019
samsung,2014.0,12,14,8.0,não,0,,501.0,FULLHD,OLED,não,1000.0,250,premium,23547
samsung,2016.0,8,12,4.0,não,0,,474.0,HD,VA,não,250.0,0,intermediario,12571
acer,2016.0,4,8,,não,0,,,HD,TN,não,0.0,1000,,8103
dell,2016.0,6,6,12.0,sim,6,4.0,99.0,FULLHD,TN,não,0.0,250,jogos_intermediarios,10062
acer,2017.0,10,12,16.0,sim,6,,,QUADHD,AMOLED,não,0.0,2000,jogos_premium,19371
acer,2020.0,6,11,,não,0,3.0,597.0,FULLHD,VA,não,0.0,2000,ultraportatil,19499
samsung,2012.0,4,4,16.0,sim,6,,32.0,QUADHD,TN,não,1000.0,2000,,9447
,2015.0,4,7,8.0,não,0,,456.0,QUADHD,OLED,não,0.0,250,premium,16746
samsung,2012.0,2,2,2.0,não,0,2.0,154.0,FULLHD,IPS,sim,1000.0,250,2em1,9272
xiaomi,2020.0,6,12,16.0,não,0,3.0,502.0,4K,AMOLED,não,0.0,250,premium,15507
lenovo,2014.0,4,5,,sim,4,1.0,,FULLHD,IPS,não,0.0,500,jogos_entrada,8005
xiaomi,2022.0,6,6,8.0,não,0,2.0,440.0,4K,AMOLED,não,0.0,500,premium,21596
apple,2012.0,8,11,16.0,não,0,3.0,492.0,QUADHD,OLED,não,250.0,250,premium,19534
acer,2010.0,12,24,12.0,sim,6,2.0,190.0,QUADHD,TN,não,2000.0,2000,,14069
