,ID_Estoque,Quantidade_Disponível,Local_Estoque,Nivel_Maximo,Data_Atualizacao
1957,1303731727013108845,313,Atacado,700000,2022-09-10
1958,9339084792651332304,112,Atacado,90000000,2025-07-12
1959,9443140562091782608,79,Fábrica,9000,2022-08-04
1960,9586356633296301672,248,Fábrica,950000,2021-07-04
1961,6664227068732324346,99,Depósito Regional,55000000,2025-02-14
1962,7242325091519566142,1,Depósito Regional,3500,2023-08-11
1963,9300646897043397953,310,Loja Física,250000,2023-01-04
1964,9468315933384574662,417,Loja Física,450000,2025-07-20
1965,7105099338581936495,345,Centro de Distribuição,25000000,2024-07-06
1966,8270063172264902307,144,Loja Física,7000,2023-03-21
1967,4359990687214820725,286,Depósito Regional,80000000,2025-03-11
1968,1355811844720703925,496,Depósito Regional,50000000,2024-04-08
1969,4291338871510334678,42,Depósito Regional,2000,2023-12-24
1970,4169672340424226639,31,Varejo,7500,2022-07-18
1971,8341376342021732199,88,Atacado,40000000,2022-01-24
1972,1341090311879391083,206,Varejo,600000,2024-11-07
1973,1896054962450234204,112,Depósito Regional,7000,2021-09-10
1974,2877279274536383779,348,Centro de Distribuição,300000,2023-12-08
1975,9932228940718811557,200,Centro de Distribuição,3000,2021-04-10
1976,5497418594061182297,85,Varejo,8000,2021-11-27
1977,4431401938074106557,311,Centro de Distribuição,100000,2021-01-01
1978,1077306543224173308,299,Atacado,950000,2022-01-03
1979,7085796941647211499,247,Atacado,8500,2025-04-22
1980,2189998720374894301,262,Depósito Regional,2500,2022-02-14
1981,5064244438562492213,403,Varejo,65000000,2025-04-07
1982,9577838351444333821,416,Varejo,8000,2025-01-08
1983,6161061256442513616,480,Atacado,250000,2021-04-28
1984,8483932181736261972,289,Fábrica,3000,2025-09-05
1985,5163502453364185429,439,Varejo,80000000,2022-10-17
1986,5724892213065029197,385,Fábrica,7500,2023-03-27
1987,1697876365199887809,129,Loja Física,9500,2025-08-28
1988,6990321749572595079,119,Atacado,2500,2023-10-08
1989,7004809630368842904,276,Depósito Regional,400000,2022-01-03
1990,8095059944104931029,135,Loja Física,5000000,2022-07-24
1991,1162234368738899329,34,Loja Física,90000000,2025-12-30
1992,1802156765930419288,36,Loja Física,25000000,2024-09-13
1993,4787702812466564020,373,Loja Física,50000000,2020-01-22
1994,4813589705015094726,232,Depósito Regional,50000,2022-06-01
1995,9473564656763853147,476,Loja Física,9500,2025-01-17
1996,9188268407432117262,96,Loja Física,75000000,2020-05-07
1997,5005019270001304279,258,Atacado,2500,2023-06-01
1998,3599193049886565401,426,Atacado,500000,2025-07-03
1999,6839821397318806717,159,Depósito Regional,45000000,2022-01-08
2000,4305232815786795874,291,Fábrica,9000,2025-12-09
2001,1303498603477808443,30,Atacado,1500,2023-06-16
2002,4156221547070572737,213,Centro de Distribuição,7000,2021-06-28
2003,9811610677402988152,469,Centro de Distribuição,90000000,2022-06-03
2004,7470429512827058308,10,Varejo,5500,2025-08-04
2005,8824090880326174162,275,Atacado,6500,2024-09-17
2006,7097028509605302230,391,Centro de Distribuição,75000000,2021-10-26
2007,1166889291056369454,365,Varejo,700000,2023-04-07
2008,9198840467684405302,363,Varejo,5000,2024-02-08
2009,5252642851712708346,84,Atacado,40000000,2022-11-22
2010,5738600060164323516,230,Varejo,5000000,2022-09-14
2011,6378310763887222858,53,Loja Física,1000,2025-11-07
2012,2873205540364717750,149,Loja Física,2000,2022-05-24
2013,1209008938224508031,82,Atacado,75000000,2020-02-17
2014,9425093208333303702,119,Fábrica,400000,2021-09-11
2015,8470901841616722528,428,Depósito Regional,8000,2020-10-15
2016,8430454734176036027,149,Varejo,650000,2022-05-27
2017,4664332891425045580,448,Depósito Regional,950000,2023-04-13
2018,5013720636652518723,131,Varejo,500,2023-01-15
2019,6221826440481579569,343,Fábrica,9000,2020-09-23
2020,9540031545450832452,322,Fábrica,150000,2021-02-03
2021,7248475796599716884,285,Centro de Distribuição,400000,2024-10-29
2022,4077275230524367061,297,Fábrica,6500,2022-12-23
2023,3005140944584669857,53,Fábrica,60000000,2025-12-17
2024,4698285821801980562,157,Varejo,35000000,2022-05-20
2025,3120616286681573266,180,Varejo,800000,2024-02-25
2026,4231748914524184653,80,Loja Física,2500,2021-10-03
2027,1180241743532041942,406,Loja Física,60000000,2020-10-08
2028,6990264856675583575,459,Centro de Distribuição,1500,2021-11-12
2029,8022141179600766250,167,Centro de Distribuição,650000,2025-12-28
2030,2225175224320993818,173,Loja Física,750000,2022-01-08
2031,9367843636561552433,401,Loja Física,75000000,2021-09-10
2032,6974838796653282232,470,Loja Física,95000000,2021-12-24
2033,4457925350621537214,63,Varejo,90000000,2025-10-27
2034,5749351322904204875,40,Varejo,400000,2021-04-26
2035,7358913128178162111,276,Atacado,6500,2020-10-07
2036,1356664789743182509,434,Centro de Distribuição,1000,2021-06-04
2037,6773929743201381106,280,Depósito Regional,3500,2021-08-04
2038,1037457474511983503,449,Atacado,450000,2020-04-12
2039,5754614398042062555,7,Centro de Distribuição,8500,2020-10-19
2040,3765390471106851340,270,Depósito Regional,100000,2025-06-24
2041,9351162057999044973,16,Varejo,500000,2025-05-02
2042,8178174745701894979,241,Fábrica,85000000,2022-04-17
2043,7623166044633441935,247,Depósito Regional,650000,2020-09-23
2044,7994693929038162659,96,Depósito Regional,90000000,2021-07-20
2045,2035265172906291410,182,Varejo,40000000,2020-04-03
2046,5367337454101792804,387,Depósito Regional,70000000,2023-05-09
2047,7515449957972824144,230,Loja Física,2500,2025-02-09
2048,5732672151433523063,35,Loja Física,100000,2023-09-23
2049,4027645425584302327,38,Centro de Distribuição,400000,2022-02-03
2050,2429731860982432526,136,Centro de Distribuição,9500,2023-08-21
2051,2364867018717097383,77,Fábrica,90000000,2020-07-28
2052,4224272308289658491,302,Centro de Distribuição,400000,2022-02-04
2053,8863459896440336401,102,Fábrica,500000,2020-07-07
2054,7566689717026523744,244,Centro de Distribuição,400000,2020-06-06
2055,7884554478808193943,413,Loja Física,400000,2020-03-29
2056,5661603129124679929,329,Varejo,950000,2022-04-21
2057,2023942212440857225,144,Atacado,750000,2025-07-04
2058,4354920551394939452,27,Depósito Regional,3000,2021-05-06
2059,5517610444872920445,84,Centro de Distribuição,900000,2022-06-26
2060,6988675437494710852,43,Atacado,300000,2020-09-21
2061,6087318846443715483,390,Atacado,50000,2025-04-17
2062,1775537208299331591,185,Loja Física,3000,2022-04-01
2063,1225894973371085633,279,Depósito Regional,550000,2025-12-06
2064,1060146045608313932,2,Depósito Regional,500,2023-07-16
2065,1159856535391936186,330,Centro de Distribuição,500,2023-04-07
2066,6866562536312004574,7,Loja Física,750000,2021-12-11
2067,7460949704724111796,177,Fábrica,10000000,2022-12-26
2068,8257753142215424273,243,Centro de Distribuição,250000,2025-08-26
2069,2877317366719126047,396,Loja Física,8000,2021-10-10
2070,3521332951710663921,301,Centro de Distribuição,65000000,2025-04-11
2071,7072526437703961001,194,Depósito Regional,500,2023-02-23
2072,1848194995900230749,338,Depósito Regional,100000,2022-06-30
2073,1906992644128963539,359,Depósito Regional,5000000,2025-08-03
2074,8696788035038532287,288,Atacado,70000000,2020-07-03
2075,5145949065970630143,384,Fábrica,500000,2023-09-04
2076,9911845100095218123,476,Fábrica,20000000,2024-06-25
2077,8096006225774329948,37,Atacado,95000000,2025-03-04
2078,9850506781716254958,333,Centro de Distribuição,7500,2025-03-26
2079,4189539435820071002,325,Varejo,350000,2022-06-12
2080,5044903382938076300,340,Loja Física,250000,2020-04-09
2081,3904564881700736512,237,Varejo,55000000,2021-10-08
2082,3931458589520419081,366,Atacado,75000000,2023-11-10
2083,5424993976973937116,112,Fábrica,400000,2024-06-11
2084,8531154252024643094,18,Varejo,90000000,2025-08-10
2085,6423168010892235151,70,Depósito Regional,400000,2021-06-27
2086,4308074749001650905,119,Fábrica,3000,2020-01-29
2087,3030513848302826906,274,Fábrica,9500,2020-06-17
2088,7424714179937559680,404,Centro de Distribuição,7000,2020-11-07
2089,6083233599921060208,404,Varejo,75000000,2023-03-07
2090,1588287924854689104,368,Depósito Regional,600000,2020-02-01
2091,1938751767727692855,386,Fábrica,500,2024-07-10
2092,9229071796827724192,412,Loja Física,85000000,2022-04-04
2093,6118472646384503458,226,Atacado,200000,2021-09-03
2094,8222545192525959706,52,Centro de Distribuição,75000000,2021-11-23
2095,3073691245062084625,74,Atacado,250000,2021-04-22
2096,9925635099639333813,441,Centro de Distribuição,1500,2025-12-21
2097,3959506950602374477,213,Varejo,950000,2024-02-20
2098,6646982385755635852,79,Varejo,400000,2025-10-10
2099,8143973259422412230,434,Fábrica,500000,2025-09-23
2100,7790995533546395153,100,Varejo,20000000,2020-01-19
2101,3577388458609435501,4,Loja Física,100000,2022-04-06
2102,2427889290167784139,196,Loja Física,20000000,2025-02-22
2103,2236414733503458303,287,Loja Física,3000,2021-12-27
2104,3695300658539673079,399,Centro de Distribuição,1000,2020-08-22
2105,4772305225337174306,138,Fábrica,7000,2021-09-29
2106,4437186016396470615,403,Varejo,25000000,2025-08-11
2107,6479753363187069626,82,Centro de Distribuição,500,2023-06-18
2108,6384083730882018180,143,Atacado,5500,2020-04-17
2109,4893076248093221731,439,Loja Física,90000000,2025-08-26
2110,4873254755103667261,452,Depósito Regional,45000000,2022-09-15
2111,2760116580271453388,76,Loja Física,15000000,2023-12-16
2112,5667896097358829279,204,Loja Física,4000,2020-03-01
2113,8833233395632647760,358,Varejo,2000,2020-06-01
2114,5271836922635594331,87,Varejo,90000000,2022-01-25
2115,7206748043482894782,140,Centro de Distribuição,8500,2022-06-13
2116,8313026439651502937,265,Atacado,60000000,2025-04-17
2117,4104464783166065205,378,Depósito Regional,75000000,2023-12-10
2118,7462160720289749074,154,Varejo,700000,2025-05-03
2119,1892344705380900889,188,Loja Física,550000,2025-08-19
2120,4833856212201945539,335,Centro de Distribuição,500,2020-11-01
2121,6008929163259320854,222,Depósito Regional,250000,2020-01-26
2122,9485707236399251171,486,Atacado,200000,2022-11-30
2123,3347947259316857276,258,Fábrica,750000,2020-11-26
2124,6282241162530495326,320,Loja Física,2500,2020-08-15
2125,1319821749974943113,422,Depósito Regional,800000,2020-12-17
2126,9371359730536014976,99,Fábrica,45000000,2021-12-29
2127,4274693468550219978,390,Varejo,5500,2024-01-22
2128,5151241618453775922,442,Centro de Distribuição,4500,2020-01-29
2129,7609973685037533185,295,Centro de Distribuição,5500,2021-07-05
2130,7831643804619708620,290,Depósito Regional,50000000,2020-11-08
2131,4468252709894891978,382,Loja Física,2000,2021-11-04
2132,9425108770890120157,261,Depósito Regional,650000,2025-07-02
2133,3432966392227194224,35,Loja Física,300000,2025-06-23
2134,6326621021205170084,229,Loja Física,350000,2025-12-29
2135,9297653940947243281,26,Varejo,500,2024-12-20
2136,7619239853130452318,287,Atacado,4000,2023-12-23
2137,1544598098578927021,361,Atacado,350000,2024-06-15
2138,6058000183375619013,152,Centro de Distribuição,25000000,2024-07-06
2139,3037158490807601153,377,Depósito Regional,500000,2022-03-19
2140,4210991342432626083,237,Fábrica,350000,2021-07-01
2141,4833460140083370681,295,Depósito Regional,3500,2021-12-28
2142,9516181360606639730,411,Centro de Distribuição,20000000,2022-06-05
2143,5537488527977510245,104,Fábrica,800000,2022-08-01
2144,7841770216715106637,381,Centro de Distribuição,400000,2021-11-07
2145,6468662952474169970,430,Fábrica,2500,2021-01-20
2146,5124898807175641637,389,Centro de Distribuição,2000,2023-05-23
2147,3690921221543691261,335,Varejo,3000,2023-03-18
2148,2713538527186608705,452,Centro de Distribuição,45000000,2021-11-22
2149,8181640103142774257,192,Centro de Distribuição,2500,2021-09-22
2150,9589317647963073604,63,Loja Física,65000000,2023-10-15
2151,5368331471160940074,492,Varejo,6500,2024-07-09
2152,7636976491516448546,282,Fábrica,90000000,2023-07-17
2153,7487914022812194547,428,Fábrica,3000,2022-02-27
2154,7261837437851221596,148,Loja Física,55000000,2025-05-28
2155,5345199662001812042,323,Centro de Distribuição,90000000,2024-02-13
2156,1800079515252536432,137,Varejo,7500,2021-02-14
2157,7855998346528682468,69,Centro de Distribuição,750000,2025-06-02
2158,1725751440454060983,195,Fábrica,90000000,2020-06-13
2159,4550765886953386050,247,Depósito Regional,20000000,2025-10-23
2160,2954404485448816364,120,Centro de Distribuição,75000000,2021-01-03
2161,6425122468050592583,290,Depósito Regional,650000,2024-02-13
2162,3949794310118406631,362,Varejo,20000000,2022-05-28
2163,9591941783492951457,251,Loja Física,4500,2020-04-02
2164,5329966200419929843,494,Varejo,8000,2025-12-26
2165,9387686791671011836,458,Depósito Regional,400000,2020-05-26
2166,8750651315084006664,24,Loja Física,800000,2022-12-10
2167,4104183643587366398,229,Varejo,95000000,2022-05-04
2168,1226381671852258431,366,Centro de Distribuição,5500,2020-07-04
2169,7108296342368925486,68,Depósito Regional,9000,2023-03-08
2170,6910846073272267968,104,Varejo,750000,2022-01-06
2171,5622003043470121894,403,Centro de Distribuição,6000,2025-07-19
2172,6936550672737858190,36,Depósito Regional,45000000,2020-04-03
2173,8034167057721170257,386,Loja Física,2500,2022-11-27
2174,7128994643253149693,463,Atacado,8500,2024-10-06
2175,3049191934142738138,175,Varejo,1500,2021-09-25
2176,4199060571892818549,212,Depósito Regional,20000000,2025-06-18
2177,5201773784070655245,105,Depósito Regional,7000,2024-11-18
2178,9939199636795865942,353,Centro de Distribuição,1500,2025-12-01
2179,9401372270309363529,254,Depósito Regional,60000000,2024-02-17
2180,6845772235415254955,192,Depósito Regional,8500,2022-04-24
2181,8394585025169838913,299,Depósito Regional,750000,2025-04-20
2182,2347178228426565144,170,Fábrica,250000,2024-08-29
2183,6849612418679913200,300,Centro de Distribuição,45000000,2022-02-20
2184,8860258359881276789,51,Loja Física,850000,2021-09-24
2185,8728792652837018572,150,Varejo,5500,2024-03-30
2186,7091719740339570586,216,Varejo,5500,2025-07-24
2187,3620294992319132680,327,Centro de Distribuição,1500,2021-03-08
2188,9738325533833676787,102,Varejo,1500,2023-09-04
2189,1753678953544928103,370,Varejo,25000000,2021-03-05
2190,2439814323005662773,9,Loja Física,800000,2024-09-25
2191,9197843387787632210,178,Varejo,50000,2024-12-03
2192,5537162769876650570,234,Depósito Regional,950000,2023-03-31
2193,3919180767718458217,56,Varejo,350000,2024-03-26
2194,1290984921640773865,198,Depósito Regional,25000000,2022-06-08
2195,9149530987491250627,497,Varejo,50000000,2020-02-22
2196,6024736600028133958,152,Atacado,7000,2023-09-08
2197,3160709450923241694,3,Loja Física,4000,2020-05-26
2198,7907195033005547779,234,Depósito Regional,650000,2023-03-21
2199,9767696172559834026,3,Atacado,2500,2021-02-16
2200,1378299710119852219,238,Centro de Distribuição,3500,2021-07-13
2201,6137468474740506077,368,Depósito Regional,8000,2021-05-13
2202,7520326968505173512,12,Atacado,900000,2020-05-27
2203,4492544262371673339,415,Fábrica,45000000,2020-05-06
2204,4651569905380645453,364,Varejo,400000,2022-03-22
2205,5279847363204143323,414,Centro de Distribuição,600000,2020-02-04
2206,6574603684329603330,346,Varejo,350000,2025-06-14
2207,9488311680800922603,482,Fábrica,5000,2020-09-16
2208,8588147064137004546,265,Depósito Regional,850000,2022-06-24
2209,5961744448462777800,64,Varejo,550000,2024-01-14
2210,4356360890882742650,202,Loja Física,10000000,2024-08-31
2211,5744312536384257617,39,Fábrica,95000000,2025-10-24
2212,6529134673645080748,46,Depósito Regional,200000,2022-09-09
2213,7247960752758273611,234,Fábrica,850000,2025-05-25
2214,7644492866712944956,90,Fábrica,900000,2021-01-25
2215,8455121854003826420,337,Depósito Regional,750000,2021-06-12
2216,3239948743013556868,329,Atacado,450000,2020-01-16
2217,3516364638278642309,41,Centro de Distribuição,60000000,2023-02-22
2218,5272500037911863488,449,Atacado,90000000,2022-07-17
2219,6713569517571492835,467,Atacado,5000000,2021-05-02
2220,5306509938268248412,328,Atacado,700000,2024-11-21
2221,9383153096252282241,143,Atacado,50000,2024-04-24
2222,2266642441642167214,114,Loja Física,5500,2024-11-27
2223,8233914116998821602,431,Varejo,9500,2023-11-07
2224,3688762835586179144,71,Centro de Distribuição,5000,2023-07-27
2225,4556280789703769733,82,Depósito Regional,400000,2020-04-03
2226,3019352864525806749,104,Atacado,7000,2020-11-27
2227,2977651454548262703,114,Fábrica,900000,2021-01-16
2228,4848305816480629948,18,Fábrica,2000,2023-10-04
2229,9321432762597721072,155,Centro de Distribuição,8500,2025-04-16
2230,4615615282923538903,108,Atacado,85000000,2023-03-15
2231,4753605259706901466,213,Loja Física,1500,2024-08-19
2232,2511481166571223353,103,Varejo,950000,2020-04-06
2233,9009129324140997796,477,Centro de Distribuição,80000000,2022-04-17
2234,4218882106410357596,393,Centro de Distribuição,45000000,2022-08-25
2235,5192942436163108610,141,Fábrica,95000000,2021-08-10
2236,4441950478959873834,495,Fábrica,6500,2024-12-25
2237,9014001168916151122,458,Loja Física,55000000,2025-02-09
2238,5317114459907064855,278,Atacado,50000,2022-12-16
2239,7733905880243103191,78,Loja Física,15000000,2024-01-13
2240,4150105099962389088,104,Centro de Distribuição,1000,2023-04-16
2241,7173063389348467107,126,Centro de Distribuição,25000000,2023-11-12
2242,5705709741060806609,330,Atacado,75000000,2020-06-03
2243,4030285776219404020,350,Varejo,650000,2021-03-30
2244,9437658362214634368,429,Loja Física,950000,2024-08-24
2245,8021870998401538433,380,Loja Física,150000,2024-12-05
2246,8335365928292542554,457,Varejo,85000000,2023-05-01
2247,5047751079765792228,166,Loja Física,10000000,2020-04-23
2248,7192616873034407099,182,Centro de Distribuição,500000,2020-05-31
2249,7723380790024780484,291,Depósito Regional,150000,2021-01-18
2250,9608889452697679287,455,Centro de Distribuição,800000,2020-05-31
2251,7924963827686133282,437,Loja Física,700000,2022-08-28
2252,6703723037262492812,49,Depósito Regional,75000000,2024-04-20
2253,3158786528296191345,486,Atacado,350000,2021-01-05
2254,5656926990872343262,218,Depósito Regional,2000,2022-09-23
2255,4946387116998864712,267,Depósito Regional,7000,2024-09-11
2256,4511529608067574146,51,Depósito Regional,750000,2023-12-01
2257,4509553904160143530,211,Varejo,9000,2025-03-24
2258,8619779737169057008,122,Depósito Regional,850000,2025-08-10
2259,2327484522132765977,10,Centro de Distribuição,45000000,2025-04-05
2260,8215260425834926805,486,Atacado,800000,2025-08-08
2261,1422987695591792006,291,Loja Física,250000,2021-07-29
2262,9753985626161588184,476,Centro de Distribuição,35000000,2023-08-09
2263,4310260736432907171,421,Atacado,5000000,2024-09-25
2264,2754921886250258795,258,Atacado,7000,2025-07-26
2265,7844342053661158370,72,Loja Física,6500,2023-05-02
2266,4680495289260276905,42,Loja Física,20000000,2023-10-25
2267,9841096482775988837,303,Loja Física,950000,2024-01-29
2268,9687438424640811238,301,Centro de Distribuição,50000,2023-12-31
2269,2346156593105308805,398,Centro de Distribuição,55000000,2023-02-08
2270,4068266508769679144,203,Atacado,750000,2022-02-20
2271,3519658945589428619,8,Fábrica,40000000,2025-03-14
2272,2988787779858452848,156,Depósito Regional,40000000,2023-03-22
2273,4048101385499846570,325,Fábrica,60000000,2020-05-18
2274,3909556893383986638,38,Atacado,4500,2025-12-25
2275,4718320559771538389,38,Loja Física,150000,2022-12-14
2276,8937052773208203310,273,Fábrica,450000,2021-12-27
2277,1969356601195869333,286,Fábrica,2000,2022-07-05
2278,4759410922157189998,419,Atacado,650000,2022-07-12
2279,5786063394483067540,40,Centro de Distribuição,7000,2022-07-18
2280,7058872510100397895,33,Loja Física,50000,2023-10-08
2281,8991339391473045506,65,Atacado,250000,2023-01-28
2282,2078911288140069181,2,Varejo,65000000,2023-05-10
2283,6554808695889005984,460,Atacado,600000,2020-06-20
2284,5464005095662675693,404,Atacado,30000000,2020-11-08
2285,2910908961335487294,60,Depósito Regional,25000000,2025-07-28
2286,3400848675037105130,371,Centro de Distribuição,850000,2020-02-22
2287,7086392869098253274,153,Fábrica,25000000,2025-08-13
2288,3325124964187853217,76,Atacado,5000,2021-04-22
2289,1944362337443636327,201,Atacado,40000000,2020-08-05
2290,6614566507974919366,293,Loja Física,4000,2024-04-16
2291,7148285614204042880,0,Depósito Regional,400000,2025-12-06
2292,8667801512877568084,468,Varejo,55000000,2022-09-10
2293,9894846256354686008,167,Fábrica,60000000,2021-04-20
2294,2637009466709552252,340,Atacado,5000000,2021-04-27
2295,3293109456005550196,65,Atacado,75000000,2023-12-02
2296,7802075192226509902,428,Atacado,6500,2024-03-05
2297,5142684684571380058,394,Depósito Regional,500000,2024-08-29
2298,9199620588950029322,307,Atacado,45000000,2024-08-17
2299,7412823364978891801,347,Centro de Distribuição,200000,2022-01-27
2300,4252869133171811417,303,Centro de Distribuição,500,2023-07-20
2301,8960929781182292598,174,Atacado,2500,2023-05-06
2302,9151765360576577969,318,Depósito Regional,1000,2025-05-14
2303,1606173010099187444,475,Loja Física,550000,2025-04-08
2304,1880567231705531339,80,Centro de Distribuição,45000000,2020-12-13
2305,7501401547665545913,474,Atacado,700000,2022-08-06
2306,3375144089477930646,147,Depósito Regional,2500,2025-06-17
2307,8558528200834724979,2,Atacado,3000,2023-02-08
2308,8697105414466555641,153,Centro de Distribuição,5500,2025-12-04
2309,5154302175259779594,267,Fábrica,1500,2024-10-15
2310,4911780864617974564,297,Varejo,450000,2022-03-17
2311,6221908305019111758,451,Centro de Distribuição,500,2022-10-06
2312,5855956754283279231,122,Depósito Regional,500000,2023-06-19
2313,3466663611496790245,196,Centro de Distribuição,2000,2024-06-01
2314,4251841932889658622,53,Fábrica,900000,2022-01-17
2315,6735392918567069971,83,Varejo,5000000,2020-04-02
2316,1162960651220440059,292,Centro de Distribuição,850000,2020-09-25
2317,2045399181916508976,182,Fábrica,500000,2024-04-24
2318,6400034426214309990,345,Varejo,9000,2024-07-02
2319,9290164743321763561,203,Atacado,5500,2025-10-16
2320,8457847872946465713,369,Atacado,8000,2025-07-09
2321,9491271447496750315,315,Depósito Regional,65000000,2025-01-25
2322,8233888877890072005,308,Centro de Distribuição,350000,2021-01-25
2323,3034769329961234240,261,Atacado,3500,2020-11-04
2324,8690493209845734976,84,Atacado,7000,2023-12-04
2325,2654346726984079553,451,Loja Física,450000,2025-12-20
2326,5151560105091443417,180,Loja Física,550000,2022-06-13
2327,9000630046848836658,448,Depósito Regional,700000,2020-10-19
2328,1839821903301886172,184,Depósito Regional,900000,2023-09-07
2329,9964209602371484185,251,Fábrica,90000000,2024-11-17
2330,4266958692341559824,170,Fábrica,10000000,2023-07-17
2331,7518128176529200206,271,Depósito Regional,5000,2025-02-11
2332,2353098394985180383,4,Depósito Regional,250000,2023-04-12
2333,7272483786244935035,479,Loja Física,300000,2021-08-23
2334,4792259290132352397,57,Centro de Distribuição,5000000,2020-12-14
2335,6732272511291111378,420,Varejo,35000000,2023-01-17
2336,4974706573458165128,463,Depósito Regional,5500,2021-02-02
2337,9085985508348316182,291,Loja Física,400000,2024-11-02
2338,7536743662048925004,498,Loja Física,50000,2024-04-30
2339,8844448391412405426,145,Varejo,850000,2020-01-02
2340,7076045542696246639,312,Centro de Distribuição,500000,2021-05-18
2341,3593106693947660175,333,Loja Física,65000000,2021-06-28
2342,7323684658039425548,404,Loja Física,6000,2022-07-20
2343,7300337672308133818,107,Fábrica,900000,2021-11-06
2344,2739027081884312452,178,Centro de Distribuição,75000000,2022-02-28
2345,1224799621976477258,243,Depósito Regional,1000,2025-06-17
2346,7201319387111166610,438,Atacado,6500,2024-04-01
2347,4468439709833919450,401,Atacado,400000,2024-01-31
2348,6769927206061658115,375,Fábrica,4500,2020-01-01
2349,8882539679588539364,389,Atacado,60000000,2021-03-09
2350,3669341244036409606,476,Depósito Regional,4000,2024-02-01
2351,6482812431930039236,193,Fábrica,7000,2020-01-12
2352,3230812286167535813,293,Centro de Distribuição,550000,2023-04-28
2353,4204043078485371999,211,Loja Física,90000000,2025-08-11
2354,6123593247706248825,70,Fábrica,4000,2021-09-21
2355,3458302783492371683,217,Fábrica,450000,2025-07-01
2356,3571837033229294415,458,Atacado,55000000,2021-11-24
2357,4498652760175718982,123,Varejo,1000,2024-05-13
2358,5815489696689641052,209,Fábrica,50000,2025-07-31
2359,7586273213953147525,312,Varejo,900000,2022-05-21
2360,8480199656936417697,114,Varejo,1500,2020-03-19
2361,5218540143223251276,347,Atacado,900000,2025-03-02
2362,2399608395396038635,330,Atacado,75000000,2024-10-20
2363,4810293634708766085,102,Depósito Regional,4500,2021-08-29
2364,6340543669028637422,354,Centro de Distribuição,9500,2022-08-09
2365,5893412889783075290,413,Varejo,4000,2024-09-24
2366,2972128321139234454,358,Atacado,7000,2023-03-28
2367,2752997816165072125,396,Depósito Regional,950000,2025-04-20
2368,6082120305160845375,442,Varejo,35000000,2023-09-05
2369,6098632681068899412,170,Varejo,80000000,2021-07-07
2370,1601357363500698707,398,Centro de Distribuição,700000,2020-06-14
2371,8213606875226442329,335,Depósito Regional,8500,2025-03-29
2372,9426565558800826483,32,Atacado,750000,2025-11-10
2373,1530373804193242980,450,Fábrica,9500,2020-06-09
2374,1253151202675355774,151,Centro de Distribuição,600000,2024-04-21
2375,3635611086799623705,57,Fábrica,40000000,2020-08-13
2376,3728793772074092826,121,Fábrica,2000,2024-07-04
2377,4496873113506699216,54,Varejo,3000,2023-07-24
2378,9242092944431873888,250,Depósito Regional,90000000,2024-03-03
2379,8095595165865832642,336,Varejo,200000,2022-02-11
2380,9122064864624279228,160,Atacado,550000,2024-04-26
2381,2258517873950606004,152,Loja Física,9000,2025-03-21
2382,7902407235859503581,78,Atacado,8500,2021-12-27
2383,5212691029726409515,228,Loja Física,450000,2021-08-13
2384,2898329175052525740,281,Depósito Regional,50000000,2022-04-08
2385,6350573069706634812,216,Atacado,100000,2021-01-24
2386,1892776387342806080,356,Varejo,40000000,2023-06-15
2387,4958274595537699248,188,Fábrica,25000000,2024-03-02
2388,6309038866054573535,166,Varejo,700000,2024-05-11
2389,2039681192262266956,401,Varejo,100000,2022-09-19
2390,6828001049207917619,164,Fábrica,50000,2025-09-07
2391,1332787537241377556,376,Centro de Distribuição,95000000,2021-06-27
2392,1307467172321447287,224,Depósito Regional,4000,2022-07-04
2393,8848153306714820997,15,Atacado,95000000,2020-08-27
2394,9464794142524355281,32,Depósito Regional,200000,2025-01-22
2395,7949044734523699018,163,Loja Física,7000,2021-08-18
2396,4592573699542377315,145,Centro de Distribuição,6500,2021-03-17
2397,4096941289682828465,72,Centro de Distribuição,4500,2022-10-13
2398,4535484213809521154,59,Depósito Regional,650000,2020-10-05
2399,4049621867497463159,492,Centro de Distribuição,3000,2025-07-01
2400,2193033829090794904,41,Depósito Regional,200000,2022-01-21
2401,6465130314485888375,403,Atacado,30000000,2023-09-10
2402,1869334879152254142,26,Fábrica,2000,2024-06-01
2403,2732424202395937744,383,Atacado,5000000,2024-12-28
2404,5964502793360553521,424,Loja Física,7500,2021-08-08
2405,3472757108335730677,333,Varejo,80000000,2022-08-01
2406,8336672528330589599,236,Atacado,950000,2023-06-22
2407,7885140161436532734,221,Atacado,900000,2025-07-13
2408,4148263119915038173,492,Loja Física,900000,2025-03-06
2409,2846198330307956728,212,Fábrica,7000,2022-03-28
2410,9869776467893446336,289,Varejo,200000,2023-07-27
2411,4314856434200596294,310,Atacado,5000000,2020-01-30
2412,4018897320890233616,245,Depósito Regional,50000000,2020-06-03
2413,1071765058468324766,227,Atacado,3500,2020-11-01
2414,6678598990344365292,498,Loja Física,150000,2025-11-06
2415,8975987600252826508,222,Centro de Distribuição,30000000,2020-03-19
2416,9891654213317934139,188,Fábrica,2500,2022-02-15
2417,3974647033645132635,241,Centro de Distribuição,850000,2023-04-02
2418,6409039427838708362,156,Loja Física,350000,2020-09-22
2419,4343205437030212988,310,Varejo,3500,2025-04-13
2420,4350080736468784002,145,Depósito Regional,55000000,2022-11-07
2421,4782154913339183133,3,Varejo,10000000,2024-11-10
