,ID_Estoque,CEP
2849,6.177600954110715e+18,34763-546
2850,2.636919250525169e+18,36774-451
2851,3.5244237651134833e+18,42243-141
2852,1.4600118841118697e+18,31635-019
2853,2.7838630440701184e+18,59344-827
2854,4.3783507739647334e+18,43109-183
2855,5.172521137742371e+18,04834-904
2856,7.057404811763352e+18,70371-492
2857,7.660408790852162e+18,00661-558
2858,6.906728096615926e+18,15147-551
2859,2.269227596018789e+18,82872-379
2860,2.8119541213326203e+18,94726-182
2861,2.871129564199851e+18,33101-361
2862,8.518155239579204e+18,64907-356
2863,3.9952976185344507e+18,84178-976
2864,2.7651052918227256e+18,55384-775
2865,3.5544857519858145e+18,52079-295
2866,6.018817804036141e+18,03927-080
2867,4.639625612151684e+18,44728-658
2868,6.004042499758624e+18,69997-837
2869,5.586708787238633e+18,69677-838
2870,7.799163735249266e+18,38927-174
2871,4.2116032612064835e+18,96144-438
2872,1.419952264298017e+18,55334-259
2873,8.381851098543366e+18,98102-158
2874,3.288208913895059e+18,94032-150
2875,5.079205615478106e+18,68041-245
2876,4.925925601974461e+18,92504-460
2877,9.350555354695555e+18,56993-121
2878,6.59194619304612e+18,32973-911
2879,5.381727501809627e+18,38307-523
2880,1.7556412943385513e+18,72003-055
2881,7.750836488571787e+18,23624-705
2882,8.700212940020041e+18,25719-422
2883,8.224431429039375e+18,07173-922
2884,2.5461741389234135e+18,99776-059
2885,8.772805339710523e+18,11075-515
2886,8.764661128251235e+18,93690-916
2887,1.351604242217165e+18,24705-923
2888,5.442688791103148e+18,71516-407
2889,8.718925347654053e+18,83053-799
2890,3.364328618416618e+18,74330-441
2891,9.904148802347588e+18,13700-590
2892,4.459716165197441e+18,81172-897
2893,3.2417483620337234e+18,70750-150
2894,2.461951222492191e+18,23864-120
2895,7.949660678961054e+18,44191-377
2896,8.776735103566783e+18,15148-532
2897,8.775194628097901e+18,76225-864
2898,3.5881776061270134e+18,82967-558
2899,9.423435795700517e+18,51908-243
2900,2.0068149116095764e+18,89202-815
2901,1.3941948552352579e+18,81353-737
2902,2.337600543794304e+18,16147-044
2903,5.589250791701014e+18,55847-854
2904,4.872575799813638e+18,76860-957
2905,6.14530054901799e+18,18926-094
2906,1.6102439229064817e+18,86171-472
2907,6.241818663793174e+18,82072-350
2908,9.605933823308147e+18,96207-716
2909,1.447744487939088e+18,89402-510
2910,2.762345454279083e+18,05946-148
2911,1.9270571320168087e+18,27854-411
2912,8.243215868625422e+18,94325-395
2913,8.224129826299537e+18,29403-996
2914,9.930205258792772e+18,07835-383
2915,3.2975378524354606e+18,93500-669
2916,2.420138831775774e+18,42300-598
2917,4.896260187419021e+18,77030-090
2918,7.088450481087565e+18,53612-056
2919,4.940348456588277e+18,65379-767
2920,7.749937294805521e+18,31306-465
2921,2.6462801585992054e+18,96335-905
2922,4.2502681972988134e+18,44206-443
2923,7.115690409787443e+18,43691-955
2924,3.4179548648231265e+18,77829-164
2925,2.643437834400948e+18,25658-292
2926,5.522273902927139e+18,94931-206
2927,4.632541931235166e+18,64634-677
2928,1.82284260994018e+18,50422-442
2929,7.130224535914008e+18,25005-911
2930,9.628242637916058e+18,95331-157
2931,1.5922007648368397e+18,28600-358
2932,6.814250412117803e+18,88568-883
2933,1.6709458266425608e+18,95476-613
2934,5.831397728068605e+18,51008-266
2935,6.534466751739653e+18,89346-511
2936,9.535658562365934e+18,33371-228
2937,5.950151763046674e+18,46336-129
2938,5.547976293170349e+18,02689-760
2939,6.220053685556539e+18,17534-622
2940,1.0768015216738683e+18,30029-314
2941,1.249463203457429e+18,19246-622
2942,2.523643400855199e+18,09542-821
2943,8.867634463912731e+18,94243-310
2944,4.580352712414495e+18,02854-204
2945,3.213278419880845e+18,99435-556
2946,8.60298564191263e+18,11688-564
2947,9.869281485849168e+18,93537-812
2948,9.490567224277084e+18,55034-702
2949,5.001403791349903e+18,70425-063
2950,9.829152122328457e+18,77210-238
2951,9.587365111389049e+18,92384-774
2952,6.537217097288166e+18,70361-467
2953,1.8107733015187556e+18,58454-721
2954,2.2061334649104635e+18,94367-959
2955,2.2389515383782413e+18,34689-855
2956,4.4526013005665213e+18,14498-285
2957,1.363528413663814e+18,29797-320
2958,8.172561891422053e+18,08957-162
2959,7.962582246723382e+18,71611-641
2960,4.1134236007393357e+18,99428-001
2961,8.254340869650413e+18,55393-688
2962,7.009009087812505e+18,39657-229
2963,2.953068660296791e+18,70275-254
2964,2.0774954399157412e+18,21197-703
2965,7.894226673719006e+18,22262-044
2966,6.523280043566547e+18,86655-372
2967,8.304954829495068e+18,59111-794
2968,1.0620295101680804e+18,07693-485
2969,4.668306249058685e+18,55747-883
2970,1.5469969570036854e+18,53643-029
2971,5.42079147328497e+18,54724-115
2972,8.080888863374743e+18,18042-792
2973,5.797316064839821e+18,89685-545
2974,9.765358661853215e+18,34662-931
2975,3.889312362318612e+18,57702-375
2976,6.611070361700394e+18,23577-508
2977,6.994565535151291e+18,80336-839
2978,8.260443450961928e+18,61604-708
2979,8.55648616103254e+18,09618-686
2980,2.303895627726666e+18,47652-284
2981,3.2200942896415493e+18,09183-050
2982,7.266606862943877e+18,24344-720
2983,2.7252510653819254e+18,06761-024
2984,7.914338296484545e+18,16691-155
2985,8.574342060387356e+18,59070-117
2986,4.841983881244201e+18,23444-696
2987,6.850123830810043e+18,17438-741
2988,4.630606543340811e+18,40973-863
2989,2.3473179912007455e+18,96922-059
2990,3.173743287709461e+18,92723-934
2991,3.091064704490281e+18,31548-965
2992,8.415781871869436e+18,27529-402
2993,2.069573021796115e+18,96432-801
2994,7.732910385211318e+18,71445-026
2995,6.914939704519073e+18,86618-438
2996,3.429589474540238e+18,63946-260
2997,5.293592194020222e+18,09486-229
2998,7.820800325927027e+18,17347-465
2999,5.607848174885984e+18,67510-035
3000,7.10262642200193e+18,10224-361
3001,3.4023447896529306e+18,55865-793
3002,1.522711886031271e+18,79162-564
3003,7.900055724076454e+18,33873-879
3004,2.4541298476337546e+18,70904-988
3005,3.790673525418871e+18,62566-107
3006,9.532487259312669e+18,08984-210
3007,8.401927142132207e+18,01566-795
3008,8.309538342326754e+18,25300-448
3009,7.916071992622665e+18,50873-875
3010,9.148429975950203e+18,32551-808
3011,8.155952980769414e+18,33258-678
3012,6.105769923032168e+18,45161-212
3013,5.745464851125009e+18,27481-980
3014,1.8114759934508247e+18,54541-180
3015,4.174092674773159e+18,60538-682
3016,5.282756503832483e+18,34768-358
3017,7.424437287022749e+18,21180-039
3018,1.2709744515007772e+18,22391-817
3019,1.3811360075714652e+18,25180-152
3020,2.740115032010855e+18,38170-153
3021,3.5215958053253197e+18,52355-424
3022,4.3192258624095734e+18,98001-922
3023,7.397936011306851e+18,14981-231
3024,2.7600601219052467e+18,37172-146
3025,2.055374081409331e+18,48886-667
3026,7.981558193577182e+18,23880-098
3027,5.744283859498332e+18,28260-573
3028,2.2661535426050934e+18,73868-035
3029,9.131566913691959e+18,58297-154
3030,3.7946444132415396e+18,46904-914
3031,1.4409313566689766e+18,76321-977
3032,6.56288865686146e+18,91670-639
3033,1.4171125022398508e+18,10568-738
3034,9.747591922828724e+18,09913-562
3035,3.6738449105081554e+18,51930-434
3036,8.237660410244712e+18,52474-716
3037,7.580934535493189e+18,00168-663
3038,6.407095324753612e+18,77843-154
3039,2.851379573161164e+18,00883-546
3040,1.7624926536208906e+18,23920-007
3041,6.957526479718327e+18,34539-408
3042,2.1184401219324244e+18,48456-061
3043,4.650651154944805e+18,70853-210
3044,8.310005282795809e+18,09399-866
3045,6.545285344990005e+18,15025-680
3046,6.903554562969592e+18,35314-437
3047,1.4489100478247242e+18,13686-278
3048,4.4667666638009487e+18,62473-700
3049,8.960997947629341e+18,20439-995
3050,3.360070872209091e+18,94063-928
3051,9.5558185818253e+18,45894-213
3052,9.451739770348972e+18,20673-450
3053,6.288417589199711e+18,39150-284
3054,2.4664361506496195e+18,21944-116
3055,9.036329010046542e+18,81241-189
3056,5.137080225703711e+18,76797-701
3057,5.390448261476078e+18,07692-104
3058,4.814226884349542e+18,84159-167
3059,2.9596337044412406e+18,39005-680
3060,4.962052637061756e+18,93058-685
3061,8.386183216387959e+18,79754-542
3062,3.854583744271345e+18,11287-509
3063,3.7997507263770004e+18,35898-188
3064,3.5389851153490524e+18,51131-613
3065,1.3730920326086239e+18,09513-790
3066,7.858626620082614e+18,78059-706
3067,3.943306289969341e+18,15379-937
3068,1.2574343248446676e+18,57848-873
3069,4.2239506799706015e+18,96683-696
3070,1.569885823690476e+18,99306-786
3071,5.627596977894625e+18,01110-254
3072,9.589528610818531e+18,29202-958
3073,4.0171693480407803e+18,89261-443
3074,7.467929917211453e+18,91131-560
3075,4.232750153854735e+18,20010-061
3076,7.858005063344839e+18,11476-424
3077,6.028413840574688e+18,53998-280
3078,7.037372649228497e+18,89780-624
3079,2.942484866408003e+18,19719-784
3080,6.005502074960866e+18,67832-950
3081,8.167599193965227e+18,62143-974
3082,9.58661557209232e+18,93332-364
3083,9.648434064779176e+18,39084-420
3084,2.5029454653409413e+18,47370-506
3085,6.720712889048342e+18,49981-330
3086,6.645017426350062e+18,54440-254
3087,7.427429159862077e+18,60754-518
3088,6.029801105895944e+18,46338-380
3089,1.0702018147609788e+18,80859-236
3090,4.392584332314684e+18,19187-920
3091,5.225198074368955e+18,36120-849
3092,5.57577504314384e+18,76031-852
3093,2.33369151557724e+18,83761-364
3094,5.508582486282546e+18,39257-462
3095,9.28268219462397e+18,58775-703
3096,7.304066624766591e+18,08181-186
3097,7.68498786801189e+18,01366-339
3098,3.357261040954338e+18,75433-016
3099,7.59790270034081e+18,11966-671
3100,6.705890467920738e+18,87380-077
3101,2.0416981986050258e+18,18576-488
3102,2.0049354332195494e+18,74318-905
3103,7.167881033223439e+18,69902-119
3104,2.658798122694745e+18,02666-559
3105,8.76640992464225e+18,79203-895
3106,5.446635883397046e+18,53183-359
3107,8.634997514254148e+18,23180-745
3108,6.917077442791069e+18,86923-660
3109,3.8264316977761843e+18,40499-919
3110,8.128941424304309e+18,85095-768
3111,9.0395872405275e+18,74162-426
3112,3.714981728151398e+18,97988-864
3113,1.3486430064586266e+18,10160-530
3114,2.701307393473311e+18,00288-296
3115,9.64533073516408e+18,63319-037
3116,3.9399072355428874e+18,86978-043
3117,1.482894103917285e+18,48968-192
3118,8.460791148809121e+18,35078-833
3119,5.347672271141075e+18,34624-263
3120,4.146812916034781e+18,55113-993
3121,6.385280354640435e+18,10958-900
3122,2.9416830888704036e+18,73466-319
3123,6.578199499203779e+18,28561-692
3124,9.98601974558565e+18,88552-194
3125,5.809407408923692e+18,51643-408
3126,5.423877704130531e+18,67801-377
3127,3.2107282828920755e+18,41187-900
3128,2.2924689776887127e+18,37252-851
3129,8.839508117999886e+18,08852-352
3130,7.396422580478154e+18,72890-410
3131,8.342563308445226e+18,57078-002
3132,6.961705926929091e+18,22989-849
3133,7.764588466400157e+18,87809-399
3134,3.621647336649951e+18,49168-711
3135,2.9051068008991375e+18,62814-018
3136,8.584568341774908e+18,21696-956
3137,5.096090910516916e+18,12608-546
3138,3.3766622891345884e+18,30767-854
3139,8.437483886861052e+18,01036-914
3140,7.786223857208066e+18,91387-811
3141,2.40765843063771e+18,06601-838
3142,3.5910805019217285e+18,48282-112
3143,3.267095182188246e+18,08393-579
3144,1.8281138156210117e+18,48040-356
3145,9.535895033660131e+18,77156-528
3146,9.699989813197126e+18,24680-074
3147,1.5885197439103485e+18,82544-212
3148,6.730899698530585e+18,65868-618
3149,7.607082309581153e+18,44372-344
3150,5.74439017043044e+18,51578-316
3151,6.561273542365463e+18,18553-236
3152,2.743730506507009e+18,33501-701
3153,9.082824137212806e+18,56284-231
3154,6.479924248463267e+18,50300-291
3155,7.012805874910256e+18,71821-661
3156,8.211480251434624e+18,40564-628
3157,5.833222201223646e+18,77271-529
3158,4.608623775526566e+18,51485-361
3159,2.322261612969062e+18,34506-640
3160,2.4176531547200445e+18,72433-414
3161,3.6130558882222024e+18,85746-429
3162,4.772263817410916e+18,53700-743
3163,5.143915785478712e+18,15646-354
3164,2.883002435517893e+18,35231-432
3165,3.710908600403327e+18,61201-016
3166,4.678846381441629e+18,76841-281
3167,8.869342110567638e+18,58998-719
3168,3.6222133911594394e+18,58490-453
3169,4.85097387003784e+18,61741-197
3170,3.207929825997402e+18,90712-323
3171,7.887196587194582e+18,86678-852
3172,1.8726520879288136e+18,32953-404
3173,5.655211161100346e+18,38528-197
3174,9.025385771354805e+18,28192-847
3175,2.08524129013115e+18,05463-542
3176,8.141444459844832e+18,94502-968
3177,2.300475767958309e+18,58742-667
3178,9.150699168248101e+18,54111-693
3179,7.661867566439975e+18,86146-901
3180,4.411332378026117e+18,86656-659
3181,5.777557728252806e+18,89258-775
3182,3.4030873337234104e+18,70352-499
3183,7.519655794216659e+18,61242-249
3184,1.5981575010859978e+18,99558-959
3185,3.914354423193451e+18,86761-821
3186,5.733630011847525e+18,04944-850
3187,5.427406695269402e+18,13663-353
3188,6.465470372888844e+18,93242-693
3189,1.8130123985800543e+18,08120-071
3190,8.079838891911493e+18,90567-033
3191,7.059360126545695e+18,45715-601
3192,3.8558108193077965e+18,80091-184
3193,8.906686448114337e+18,17999-457
3194,9.354145250154183e+18,37761-038
3195,8.864769996722914e+18,76449-579
3196,4.2099394895968983e+18,00470-180
3197,4.3635650697333827e+18,89144-345
3198,8.877788632588795e+18,59420-778
3199,4.1631196193096873e+18,55052-370
3200,5.753792007147529e+18,94210-495
3201,8.126299335631199e+18,60961-082
3202,1.4711158775651505e+18,51922-087
3203,4.0282542930973763e+18,91179-224
3204,2.6008237318040663e+18,22758-583
3205,8.740597158275615e+18,30712-021
3206,5.117088150581034e+18,70686-562
3207,2.9494144511004805e+18,91068-431
3208,3.9629623576399887e+18,40629-597
3209,7.159552538647239e+18,96463-960
3210,6.222977327177259e+18,27350-355
3211,1.0048760913735969e+18,17758-335
3212,8.59583316604768e+18,54362-944
3213,2.1610443011295048e+18,29398-019
3214,2.637980623404019e+18,09646-614
3215,9.477101991262456e+18,26156-781
3216,6.253350080556327e+18,26675-543
3217,6.932074669247003e+18,58857-712
3218,9.456480426415251e+18,13473-334
3219,7.436989866102049e+18,38722-490
3220,1.5462682347624415e+18,57361-941
3221,9.593161007754504e+18,25849-984
3222,4.336060336359824e+18,95647-726
3223,4.4245847704236585e+18,30754-063
3224,3.830093553750302e+18,21255-391
3225,7.177377395943192e+18,81140-771
3226,2.360549326277666e+18,11198-455
3227,1.888292695410228e+18,05161-471
3228,4.911854272280567e+18,91788-003
3229,4.1156801029078574e+18,90363-900
3230,1.6981263477557071e+18,30085-675
3231,3.1080170398128097e+18,28182-695
3232,9.19251196693784e+18,08663-435
3233,7.610045675165043e+18,84793-866
3234,1.1495607499319635e+18,39993-702
3235,8.181027432069618e+18,94039-269
3236,8.916132234220315e+18,40873-743
3237,8.876373369967773e+18,92756-996
3238,9.962408431777505e+18,16005-136
3239,5.34268572517094e+18,39729-965
3240,5.206627027791034e+18,89329-762
3241,6.891747120707112e+18,51441-962
3242,4.073943789606335e+18,79503-705
3243,8.333333476035195e+18,20263-345
3244,2.5059197966760335e+18,19374-328
3245,5.260728488929911e+18,88514-639
3246,7.244994892140704e+18,68075-278
3247,7.485801380855259e+18,51150-175
3248,1.0389899885204786e+18,91554-406
3249,6.611990458357444e+18,80200-390
3250,5.984548382308341e+18,64206-788
3251,2.0891422534640046e+18,03779-224
3252,8.926248125629062e+18,67868-176
3253,3.364913962271673e+18,02015-253
3254,5.333611577706293e+18,99956-360
3255,4.0838626466710226e+18,40821-754
3256,1.7479971307137103e+18,95429-323
3257,1.0020970877072772e+18,20991-501
3258,2.2882246879352205e+18,84677-881
3259,1.5101542214672115e+18,72177-453
3260,5.040476497622383e+18,95092-877
3261,4.268360592104393e+18,14686-648
3262,6.20477776650263e+18,18336-407
3263,7.173406868247685e+18,71806-192
3264,7.322504730355848e+18,83450-474
3265,9.19824473317183e+18,79278-625
3266,3.3878618080060436e+18,39205-692
3267,5.718983037338476e+18,18237-667
3268,6.217214732677026e+18,98415-411
3269,6.949030183687818e+18,45788-696
3270,3.111812197504708e+18,21153-727
3271,2.2665280712397197e+18,41642-007
3272,3.757779772736642e+18,47747-880
3273,1.230502297992995e+18,55529-407
3274,8.511005075868958e+18,53137-463
3275,3.310031424531974e+18,19678-619
3276,4.307034312693518e+18,20470-434
3277,1.4085965674331597e+18,69430-258
3278,2.9154016206774513e+18,02318-742
3279,1.2834502319378127e+18,12082-411
3280,4.3775347079672684e+18,29906-391
3281,4.4756468978975565e+18,55814-817
3282,8.719040680776306e+18,87707-571
3283,6.804865170337736e+18,99233-916
3284,6.490282076637479e+18,97300-631
3285,3.7360248288698337e+18,36515-733
3286,2.0070256723636813e+18,86585-629
3287,1.4324357936844547e+18,05578-477
3288,2.210027173711338e+18,87870-608
3289,2.9361741846377953e+18,88547-818
3290,8.252359317842567e+18,00206-967
3291,2.6434593885014426e+18,87146-630
3292,4.341869626445329e+18,63657-724
3293,2.6184691912438426e+18,28175-825
3294,2.802364184957537e+18,91589-423
3295,8.674089268210202e+18,18108-754
3296,4.661638564732868e+18,50779-966
3297,2.9648040024639124e+18,26498-233
3298,1.3735624308389005e+18,74619-045
3299,4.927653741549176e+18,46107-061
3300,9.048121313453355e+18,55577-065
3301,9.837165204914969e+18,73541-116
3302,8.138653136025565e+18,64468-664
3303,3.562119957356379e+18,84748-711
3304,1.755906285867279e+18,83126-832
3305,1.5050223318103222e+18,67717-350
3306,5.821646675937042e+18,93981-758
3307,5.706223928220278e+18,07741-948
3308,8.295129951040868e+18,03881-313
3309,8.757931635366537e+18,73371-030
3310,5.250331427498542e+18,70717-394
3311,2.1983825915524178e+18,80617-333
3312,9.070920710622543e+18,31566-244
3313,2.7215438269148513e+18,17689-569
3314,5.466716304227959e+18,35813-295
3315,8.909172557515327e+18,02575-397
3316,6.649577299105084e+18,15829-285
3317,4.1833681187442406e+18,84851-644
3318,5.355348333340483e+18,90184-955
3319,1.5734148572896082e+18,28662-070
3320,5.877723267683987e+18,98088-978
3321,9.125475768134337e+18,48079-443
3322,6.542516421075709e+18,44855-373
3323,2.1488822527745446e+18,70656-336
3324,4.928271630332757e+18,83370-085
3325,5.456531892706025e+18,97734-193
3326,8.593114943720549e+18,65501-157
3327,5.113665693787735e+18,87991-525
3328,3.5422253262936873e+18,08049-589
3329,1.3029072943911662e+18,00007-243
3330,3.1333427120198584e+18,27855-923
3331,9.14535568127906e+18,16684-655
3332,4.0245892708202035e+18,29001-255
3333,5.223013683507736e+18,16596-094
3334,8.407099405746423e+18,12500-136
3335,4.380756540766881e+18,67529-046
3336,8.848599964179504e+18,18381-248
3337,3.645416654318008e+18,00774-970
3338,8.044601638924887e+18,99738-264
3339,4.088404403930849e+18,90206-881
3340,9.067908457879179e+18,80086-501
3341,5.395455452867484e+18,91532-067
3342,3.3626941154869786e+18,87190-487
3343,9.124987269596701e+18,64791-376
3344,1.1129526426802264e+18,71620-629
3345,3.632612053016251e+18,22926-010
3346,5.333540656489547e+18,88268-664
3347,6.578631848016736e+18,01299-749
3348,6.834984255159806e+18,91395-160
3349,6.03283784936744e+18,63064-174
3350,2.1730453107360868e+18,04664-860
3351,2.1798015134317688e+18,96386-223
3352,1.256062467347281e+18,14379-915
3353,6.887242740852357e+18,81668-131
3354,9.74050543275367e+18,65317-847
3355,8.195114791665537e+18,53068-489
3356,7.870483582367087e+18,77151-554
3357,3.2841538842787103e+18,27274-127
3358,3.4059646241109453e+18,83839-958
3359,8.417610670125209e+18,23230-138
3360,1.761442175360351e+18,02677-077
3361,1.7450328981083922e+18,61310-560
3362,3.981538664209894e+18,81873-461
3363,4.753916772210133e+18,69098-690
3364,8.748476319324885e+18,81688-890
3365,1.6205391921005404e+18,27982-956
3366,5.828963709222268e+18,87971-205
3367,5.854781191648095e+18,50581-575
3368,2.5874942078391424e+18,46569-343
3369,8.398936067629749e+18,70905-627
3370,4.3159886325279114e+18,75202-037
3371,9.880596643562682e+18,94601-173
3372,3.4502124876246656e+18,49644-829
3373,6.559965033179861e+18,57787-398
3374,9.957212831437363e+18,47449-751
3375,2.694937530913712e+18,02052-222
3376,8.178560990913632e+18,46431-723
3377,5.811231417648279e+18,79630-171
3378,4.3546835158191555e+18,04868-118
3379,5.191599477192965e+18,07218-095
3380,2.2293790793783524e+18,77310-951
3381,6.428017632395911e+18,47110-526
3382,7.998663063063649e+18,37749-585
3383,7.473833319855085e+18,75736-211
3384,7.122098112131343e+18,54456-932
3385,9.985265917652826e+18,54504-106
3386,6.843886374046245e+18,64730-493
3387,1.331235634978507e+18,01692-217
3388,2.2632110202905275e+18,36803-767
3389,2.785118506666978e+18,16385-441
3390,7.909899067381366e+18,83746-756
3391,7.477617516434471e+18,98956-105
3392,5.746000086906651e+18,54023-766
3393,1.7732126634287816e+18,61743-406
3394,7.073808477259408e+18,71754-025
3395,2.408724602307961e+18,93761-734
3396,1.2155814311780032e+18,12761-496
3397,7.870628979398575e+18,39165-717
3398,9.550095333621285e+18,77577-761
3399,8.633182295465657e+18,47364-895
3400,1.068642572999321e+18,82971-222
3401,8.651408286197041e+18,00843-062
3402,9.888452093647688e+18,09168-397
3403,2.1142789982343217e+18,12964-759
3404,1.1324725995226543e+18,33773-540
3405,2.2232799443611466e+18,60192-614
3406,7.227976006767186e+18,66045-648
3407,6.186406165652847e+18,37284-711
3408,2.3442302747021747e+18,77852-936
3409,6.245975664636192e+18,06439-157
3410,8.156751614495638e+18,34314-957
3411,3.868116331275162e+18,99132-962
3412,5.169950568089754e+18,44735-054
3413,7.257039766455824e+18,15683-895
3414,3.5408066115716685e+18,91846-912
3415,7.762428428018519e+18,78973-448
3416,2.0196588993138819e+18,26983-022
3417,6.741276688171417e+18,38249-342
3418,4.020226561000136e+18,27231-040
3419,7.27576332655639e+18,24235-981
3420,6.066237696758745e+18,24089-308
3421,7.321174796072613e+18,63078-621
3422,2.818543241863703e+18,82696-941
3423,4.286353123483244e+18,67469-463
3424,8.468172945256296e+18,21986-796
3425,4.714864364402206e+18,19927-312
3426,8.847106176149253e+18,54552-221
3427,8.870357177701878e+18,96926-062
3428,9.753363894818509e+18,25763-675
3429,9.957847188962834e+18,27945-035
3430,4.442481763484187e+18,77119-951
3431,9.147905088031912e+18,99854-644
3432,5.957827268735272e+18,87387-384
3433,5.347223347351621e+18,36503-372
3434,7.435006390438209e+18,19619-199
3435,2.9797423935465917e+18,51010-208
3436,7.808597890518651e+18,91167-561
3437,2.9409622233790157e+18,73118-918
3438,8.564335571559919e+18,81191-108
3439,1.9219989900439498e+18,79080-189
3440,7.260593732115429e+18,02747-700
3441,8.776766162485385e+18,75462-010
3442,1.0116277653309869e+18,15955-294
3443,5.387585008489741e+18,52434-086
3444,6.057152775030706e+18,43425-792
3445,3.2154176202447795e+18,75398-512
3446,8.138461740002291e+18,06523-395
3447,2.5910937251772467e+18,22259-367
3448,5.493066946219563e+18,07721-330
3449,6.007026608590184e+18,94336-483
3450,2.3094179867300936e+18,50249-862
3451,1.4479620594357652e+18,09051-415
3452,5.42013121433262e+18,81096-259
3453,8.457725609553118e+18,21852-218
3454,3.306171251630115e+18,87953-523
3455,6.618207926675145e+18,02219-113
3456,9.000477066939507e+18,46999-706
3457,6.25685679803152e+18,08504-565
3458,8.460083538219825e+18,76827-595
3459,5.887363866722347e+18,30084-192
3460,6.765371910498802e+18,79841-080
3461,8.945944671891738e+18,46957-469
3462,5.016748962869473e+18,50715-305
3463,9.471015775860677e+18,45204-866
3464,6.927954925052059e+18,94411-155
3465,2.2386746241997957e+18,08465-734
3466,9.505775334946658e+18,38861-055
3467,2.2677700492413256e+18,43220-895
3468,1.7616428885777006e+18,93723-249
3469,4.0947046594796375e+18,65191-428
3470,7.771558967828125e+18,92502-297
3471,8.768629549821811e+18,25163-517
3472,5.850610202961223e+18,41195-001
3473,6.262901849645987e+18,44907-661
3474,5.533356559965048e+18,16675-890
3475,8.574686265078453e+18,32578-625
3476,3.7860847914696387e+18,85727-771
3477,3.01708507473308e+18,16871-255
3478,4.0015753044447135e+18,13151-682
3479,9.407209349956299e+18,32942-804
3480,5.276702316627431e+18,22279-220
3481,2.655332305070987e+18,65092-810
3482,3.8513123372832563e+18,12888-191
3483,9.044153865112e+18,17480-723
3484,8.655539635638689e+18,38331-441
3485,3.3139011783104906e+18,17104-807
3486,8.704289608721807e+18,42549-119
3487,5.05781249102924e+18,54843-348
3488,5.436839817121393e+18,04025-114
3489,1.3109036836911314e+18,36163-778
3490,3.206456918329138e+18,48853-636
3491,9.25565207263841e+18,78933-033
3492,1.7933522386104543e+18,81605-230
3493,6.708495514387846e+18,19892-082
3494,8.399951076018232e+18,55602-377
3495,2.32290753466255e+18,40704-744
3496,2.7265349894325135e+18,55040-583
3497,3.321666727337907e+18,28871-613
3498,7.508325056302693e+18,22853-073
3499,3.636217061933027e+18,97372-229
3500,8.277060491600244e+18,94843-895
3501,6.59796618381036e+18,64687-263
3502,6.580152048051847e+18,61439-674
3503,4.0926976283539205e+18,74899-968
3504,7.5066141881378e+18,30297-855
3505,2.820093410045711e+18,40657-524
3506,5.613384865111094e+18,65002-940
3507,9.264217268514216e+18,84978-998
3508,7.453943254209029e+18,28707-866
3509,8.392757367925949e+18,06595-346
3510,5.975257355575309e+18,79116-847
3511,5.01949988725492e+18,09666-068
3512,8.619995795969425e+18,77978-319
3513,1.545625176149305e+18,01631-305
3514,4.244801233413317e+18,93224-497
3515,6.185879344610002e+18,44221-338
3516,8.579265733552548e+18,06024-451
3517,5.176930145738477e+18,69710-045
3518,6.129372844553088e+18,28814-694
3519,3.0282772716298465e+18,10451-441
3520,2.2712919515022351e+18,52069-663
3521,7.761130564790618e+18,85500-950
3522,5.540748096657801e+18,86482-287
3523,6.555250043021451e+18,68823-194
3524,5.278818049348494e+18,95960-521
3525,3.3695360976812723e+18,48279-656
3526,1.3265996477657718e+18,25258-520
3527,2.143667631609013e+18,17505-429
3528,9.515286371099974e+18,14884-189
3529,9.071122162939909e+18,45576-793
3530,3.130498810938109e+18,73599-506
3531,3.7936848844635914e+18,87003-442
3532,6.366135379980875e+18,14278-842
3533,7.69116870702514e+18,79333-682
3534,6.0496317289629e+18,44124-938
3535,3.557064073583255e+18,34998-236
3536,2.7013285288494484e+18,51516-215
3537,9.892820655497968e+18,56922-460
3538,8.449550347818355e+18,84699-855
3539,1.799429600181978e+18,17546-615
3540,6.720123271602477e+18,00505-709
3541,9.942692675115403e+18,13535-210
3542,6.482024034685917e+18,54467-528
3543,4.644738190664831e+18,60068-453
3544,8.572651175831652e+18,48409-591
3545,6.576773413774196e+18,54532-797
3546,4.948041097408134e+18,27808-556
3547,5.538909490897961e+18,13358-187
3548,6.049352356551681e+18,13057-004
3549,9.579221037031698e+18,88833-674
3550,1.519388762669457e+18,44784-235
3551,8.843965291355982e+18,94490-625
3552,9.30937559649668e+18,07442-582
3553,5.26582883989842e+18,90043-669
3554,7.078427678698581e+18,24420-548
3555,8.223333955652377e+18,85375-613
3556,6.227430279269609e+18,85486-134
3557,2.206482127856127e+18,62499-915
3558,8.04872732210661e+18,15419-013
3559,7.50148636928683e+18,15826-210
3560,4.5602756435188214e+18,30954-711
3561,9.122215604803936e+18,81567-575
3562,1.178435899069266e+18,79934-498
3563,9.483127411238046e+18,35898-396
3564,1.5878789188147717e+18,75011-467
3565,9.573557030581797e+18,38539-316
3566,2.7527945030059064e+18,85137-053
3567,8.081095652154784e+18,57349-837
3568,3.182317763153688e+18,49279-266
3569,6.643472687362785e+18,05776-502
3570,2.237357004954538e+18,55030-933
3571,6.476403234040068e+18,27905-303
3572,1.7183167244040046e+18,75132-104
3573,8.801565248125262e+18,72274-184
3574,4.790297969595131e+18,69535-742
