,ID_Fabricante,CNPJ,Contato,CEP
1715,2826922947662782206,44.514.551/0001-71,74973632973,66333-840
1716,5857450088064143673,34.208.081/0001-37,41941756515,58016-909
1717,2482525446644920641,07.812.897/0001-27,24900173489,20754-544
1718,8641823515295121437,01.062.700/0001-33,33978011113,73036-781
1719,5744371753180732243,19.388.989/0001-56,37942529895,26495-872
1720,4035520396181029312,86.302.218/0001-27,24916292823,15593-527
1721,5036627971610461565,08.039.166/0001-53,91982793069,67312-068
1722,6479507074994439502,17.444.116/0001-64,47935351366,68447-471
1723,3156899091499723647,18.868.552/0001-95,47930646264,72580-158
1724,2156069023881940572,16.759.583/0001-86,13954904965,88943-938
1725,5201865690595786491,35.393.129/0001-75,95987255762,08080-096
1726,3435242662746203476,67.754.833/0001-57,87997675654,98506-554
1727,9789816522460537873,25.628.489/0001-70,77969470985,88988-295
1728,2745269390523075147,64.676.983/0001-91,14998780001,85410-325
1729,4316975159164035869,18.080.041/0001-04,18968575730,24659-573
1730,1731788637984358904,98.234.050/0001-13,54933438793,77295-305
1731,4942026159446576004,90.919.774/0001-74,14931944496,82700-464
1732,1648372454221065566,12.515.234/0001-37,69925895052,06474-461
1733,7192948658310644595,58.562.135/0001-81,82906094450,11616-597
1734,4333898525845800177,45.648.819/0001-11,38948790082,09865-559
1735,8563571298241183185,35.607.296/0001-20,42980959880,02933-831
1736,3051031521287334485,18.265.909/0001-18,43964754592,37598-854
1737,3173469889117281353,46.830.706/0001-89,81919004797,11457-542
1738,8794087016041102814,46.457.529/0001-08,31915956463,90451-913
1739,2602922531003652628,17.780.584/0001-56,88936703276,03318-959
1740,4305012401793262011,45.986.179/0001-75,32926068563,61499-862
1741,7279065983909943395,75.318.993/0001-26,63911276751,75682-278
1742,2589035973283858826,48.818.781/0001-57,17901847897,85005-985
1743,5810089807038503267,82.870.232/0001-73,99962746677,61520-386
1744,5919017153168881504,49.323.924/0001-12,88962944937,21431-715
1745,6040422248258802673,62.507.968/0001-99,38903969724,69936-631
1746,9236847726314248300,16.164.130/0001-57,18928468847,86017-668
1747,1566159900087898606,09.703.868/0001-07,98972837372,47183-335
1748,8922422683348406376,02.288.451/0001-91,42907928321,61464-921
1749,1104395525771670855,86.603.626/0001-13,28926561382,19629-340
1750,9668455321441838503,02.639.354/0001-58,87998606581,06134-927
1751,3335710710911014319,62.508.640/0001-55,68981063491,68803-897
1752,3197514333026480756,11.712.584/0001-91,35949675149,45782-583
1753,4023869809596347866,79.217.736/0001-06,47985328054,36699-468
1754,2230368957279902999,77.540.670/0001-22,77973808664,35045-713
1755,5754246000920303000,90.748.967/0001-38,89990925418,44589-026
1756,4392689588194764740,41.859.850/0001-17,66901119588,33565-925
1757,1717200588530520894,93.784.063/0001-22,99932206545,43701-573
1758,9689833348158247639,53.850.503/0001-75,86985571996,38566-326
1759,7621725420606301344,91.412.720/0001-14,95915358959,26834-816
1760,8273359077282560820,21.351.493/0001-42,73992867994,16039-763
1761,9105117724846652374,19.433.522/0001-75,96978637859,39972-908
1762,2344768895919533948,95.899.745/0001-77,66936533872,45042-109
1763,7999454923744665672,55.088.337/0001-14,37911964313,79389-318
1764,6947637529689403313,72.287.837/0001-27,15923439347,62418-979
1765,2632261196458577836,43.784.945/0001-33,12970988259,86010-568
1766,7431553935743891957,40.276.289/0001-32,99934094874,10082-387
1767,3681865174618064523,92.563.485/0001-33,35900705842,95599-711
1768,9841741409191348529,14.646.670/0001-30,66906764758,02742-799
1769,8593896030092602202,49.792.881/0001-43,97972410324,01157-524
1770,4665800690546214883,73.043.470/0001-07,48943058962,14200-062
1771,2865549589217780345,32.877.363/0001-98,85991143205,15250-993
1772,8617718945830977463,36.154.068/0001-27,38987998112,40930-129
1773,3870203955671536311,53.812.196/0001-01,94944100262,40106-937
1774,6345185876941018872,38.468.339/0001-24,92919586029,41849-635
1775,2427941902742530497,12.354.973/0001-79,97977573082,95953-297
1776,5720405673047609016,02.964.733/0001-49,91985756596,44522-336
1777,9605736898545849535,06.091.067/0001-02,81996610411,46320-917
1778,6469474518800107433,52.318.266/0001-58,54965143767,48556-085
1779,5329483196275812876,71.579.237/0001-91,74981316192,86112-637
1780,6803596557719408657,92.966.438/0001-44,67930398343,56056-466
1781,2723167969707837623,03.110.583/0001-74,62949428249,07405-368
1782,6167731144198311420,90.883.493/0001-57,97931838407,78496-365
1783,4064750989586763087,05.067.236/0001-85,45919435836,53426-354
1784,6642434559296370632,97.301.873/0001-47,45923417672,95516-483
1785,2712602204898468483,23.378.458/0001-46,55938443153,48629-895
1786,8972654848755792167,20.303.294/0001-98,55920705315,95082-775
1787,9917867219953370366,89.229.938/0001-82,65940219067,46983-045
1788,8715439678710171942,14.535.361/0001-13,97976060989,31641-314
1789,6121294984489646467,04.127.366/0001-66,85924712684,30960-387
1790,2193372720175170953,09.377.628/0001-08,33986451112,07273-865
1791,2776197096479227438,99.388.796/0001-26,33955673062,52667-823
1792,1558297576828292448,72.429.958/0001-04,12964144653,35569-190
1793,5292133956834868707,45.070.964/0001-10,32955259482,66904-047
1794,8766553200022014019,56.754.109/0001-36,13911871558,09190-744
1795,1941575690861788685,11.713.540/0001-05,75918312639,58882-141
1796,9859166327732052392,87.981.096/0001-91,66961073463,33313-538
1797,3836992224641191179,96.566.811/0001-11,97953321831,29937-695
1798,1303784194439941813,78.132.512/0001-28,18945007682,13413-397
1799,6931328995816111444,54.635.697/0001-60,53992769207,03734-232
1800,5122940575304412960,30.936.518/0001-61,77973990497,44149-069
1801,5684912225574358223,58.911.793/0001-57,12915856992,08123-271
1802,4346387344055836376,49.396.371/0001-57,91947290764,23705-037
1803,2350774697977963420,83.500.983/0001-80,14991099437,70878-692
1804,7124595577211534992,60.210.295/0001-14,74923655281,52174-519
1805,7026667106183213098,17.602.124/0001-15,41953469235,34952-245
1806,8549025733466227543,36.445.179/0001-14,49972167191,45638-829
1807,3380586408378597636,50.542.725/0001-88,99937897065,60927-565
1808,3138889591027924433,68.817.874/0001-20,38962348088,76575-700
1809,7165680409424868625,69.939.537/0001-29,12941428430,58163-905
1810,8124905918323840520,91.431.094/0001-16,15906938336,05836-866
1811,2030701320202828547,60.570.258/0001-62,44960043526,97752-387
1812,5265884898815697771,77.092.695/0001-62,27945322695,48836-029
1813,5791003228907937640,44.177.711/0001-09,94920979427,00951-728
1814,2154066506930547532,79.790.518/0001-06,17927528592,97405-573
1815,4263309082209333803,17.326.436/0001-15,46960511753,59834-550
1816,9236332423709853148,18.130.767/0001-72,35966593282,60294-659
1817,5170542724763148492,25.414.783/0001-61,38959221520,53050-178
1818,6382669644196758836,00.594.355/0001-82,32965910648,30275-759
1819,1586682110526290040,00.141.437/0001-63,96908406590,26525-583
1820,7959802360457573632,88.451.024/0001-00,71954578057,65961-749
1821,3315425726209925380,29.442.492/0001-84,86978352455,26833-567
1822,3554863523576937949,00.011.273/0001-21,88988309498,61952-664
1823,4017557071371294582,04.408.500/0001-58,21988789515,12221-259
1824,4506356622975295482,87.693.463/0001-78,13973001500,75990-841
1825,8717432623813875307,96.123.203/0001-00,15926305884,50234-584
1826,6608980275329781288,15.219.732/0001-34,74949359980,43922-560
1827,3264961668432241815,21.034.058/0001-03,77959500306,59169-339
1828,7125495701738466006,36.355.198/0001-06,81935569530,89807-456
1829,8654586294837221159,94.443.421/0001-34,65942774407,99662-895
1830,6038671847699612907,62.750.733/0001-19,27976419604,05902-865
1831,9071215632186912228,71.935.372/0001-30,12990161555,76933-909
1832,5453939532974946005,37.856.933/0001-55,45972965566,76986-373
1833,9357725079875354012,88.564.442/0001-45,31955589339,40021-359
1834,6868716164094723268,03.012.136/0001-23,85954124022,37897-427
1835,1169445962121792756,00.757.873/0001-65,14964263167,73540-907
1836,6334546282900901632,30.328.789/0001-18,86927001895,23986-157
1837,3972420625695554775,29.292.895/0001-10,77920269984,32384-767
1838,9875010589399897573,79.944.711/0001-59,32981385822,48004-476
1839,6649610094514817640,44.780.393/0001-66,49966332135,32754-730
1840,4974446581574925125,58.925.771/0001-58,55934180913,76639-752
1841,3711226489459885512,27.159.689/0001-51,17947254405,02824-281
1842,8569826151802442338,90.305.582/0001-91,69950054200,72508-304
1843,3100645211057752466,93.920.432/0001-04,27921587157,07247-451
1844,6871435328338841153,97.556.414/0001-13,84960759316,63334-489
1845,4366632628992721066,25.342.394/0001-51,61917118128,65491-383
1846,4064237644439051944,27.948.372/0001-65,77936759547,24064-229
1847,1492379089969918122,29.530.623/0001-68,62953576477,69976-670
1848,1023782328112994401,96.630.227/0001-54,27928329776,44924-839
1849,3602456832133637520,87.693.300/0001-22,34927686765,52812-254
1850,5969330512368498545,41.517.840/0001-42,61937595158,57977-910
1851,1615185371938628632,96.469.693/0001-49,83908273900,19698-793
1852,1348127470021565326,97.688.946/0001-13,86972784451,82427-899
1853,1255949149824768441,92.646.112/0001-78,65971910459,81133-613
1854,8364397183094247382,10.886.147/0001-18,18936078878,57470-319
1855,3719068147711975989,06.612.045/0001-67,33937303540,96263-545
1856,6343230786146283945,63.494.636/0001-51,44947264579,87028-011
1857,4945895053238458217,37.197.140/0001-51,84955895688,69851-952
1858,8901923725840822859,08.390.110/0001-18,89941124256,03287-112
1859,5615081871839220732,79.568.613/0001-51,41990619372,25787-777
1860,1310548411267247608,68.071.698/0001-60,11978142600,15641-343
1861,5355429797125612855,69.182.211/0001-79,94968246359,16887-922
1862,2950655981891777182,69.820.272/0001-80,22951221598,56122-354
1863,9316171969460195020,53.372.092/0001-33,93980856170,80662-899
1864,1514949809115886432,17.513.402/0001-17,81949669175,61520-388
1865,5241424426758219916,15.717.621/0001-10,93926912023,52341-985
1866,5395480911097811428,54.797.434/0001-26,41934639093,08922-580
1867,3004463791417773538,83.290.091/0001-66,53902446067,72780-602
1868,9612038845981202404,26.728.939/0001-97,74977413062,08132-167
1869,6743351300757847475,81.619.135/0001-73,12967935777,22820-533
1870,4769227556214759557,78.857.405/0001-88,13964626558,86737-885
1871,7692910515725336771,65.914.650/0001-31,16986308862,20374-814
1872,2679284189268729948,46.173.031/0001-97,37930833637,84343-034
1873,1295397822315421681,63.130.296/0001-83,86933970636,89709-059
1874,5235341849625611289,41.936.141/0001-21,83938542852,27255-168
1875,4911136176153137244,24.926.797/0001-19,88908171604,91554-480
1876,5318721670200259379,55.275.800/0001-25,79989506437,82380-905
1877,1282874150592850184,85.109.235/0001-24,61913668194,10804-138
1878,7523437575805170409,87.268.004/0001-35,42929691851,41886-910
1879,7374585284863321950,86.476.119/0001-79,37955827797,82083-481
1880,4205727207337104205,73.004.692/0001-27,81964756486,39140-290
1881,9339796353079832725,32.878.093/0001-45,14960426580,52726-684
1882,4883762273985714420,38.038.418/0001-14,85909659836,56284-410
1883,7552411034499880267,60.953.915/0001-74,79987960077,32085-344
1884,6487656787315789995,10.370.705/0001-77,41917808668,92695-879
1885,8036436279286870399,72.947.675/0001-30,95966840451,73617-034
1886,5842724753551755578,72.348.804/0001-18,68963658070,99796-600
1887,3101330186929037107,57.801.203/0001-25,92907163461,79436-641
1888,2690740110204753849,93.395.760/0001-09,42975445591,79587-265
1889,2363569894406300616,37.208.082/0001-80,51943374972,69617-612
1890,3653269518618020916,53.960.518/0001-72,85975943120,11254-827
1891,1152607128485344608,96.085.778/0001-91,99964905186,64914-173
1892,7088140752313339296,69.729.310/0001-41,13900912903,78756-949
1893,3535856719050856544,40.198.965/0001-64,97921637840,81367-228
1894,9640036034687288399,19.788.009/0001-13,83928816108,32094-340
1895,1978014385668848994,52.706.000/0001-90,21933873631,51926-147
1896,4159058524986624639,78.123.037/0001-80,21903784306,33778-415
1897,7951116394430125108,84.141.549/0001-04,96963648533,06822-748
1898,1066652100780160268,30.258.745/0001-97,49980158488,08812-098
1899,2710158022408629975,26.760.090/0001-01,47936936192,53178-875
1900,8784202304776417316,41.702.544/0001-49,74908137219,44774-939
1901,4442110544934818091,59.298.375/0001-51,93915056198,44281-010
1902,4168900989564866516,53.375.429/0001-85,95955868442,76581-540
1903,2879995634732364201,08.025.650/0001-45,19911677453,08524-742
1904,3109874997516417365,06.211.257/0001-65,89908821579,71115-371
1905,8951380584844536446,71.307.199/0001-52,64948182915,63358-657
1906,3510816699220019273,90.435.679/0001-63,67982505900,50813-795
1907,9046439732686850424,59.642.700/0001-33,46907522405,42458-400
1908,2872272282021925340,79.777.953/0001-28,74965933548,40878-185
1909,3353394691778509538,16.207.761/0001-25,64925598446,39699-648
1910,3845009616487436057,01.725.217/0001-82,97972843494,20237-550
1911,9342446836569146131,07.516.405/0001-19,65924637540,47894-796
1912,1848251358095672129,13.481.322/0001-80,31954843917,24338-046
1913,8329367984729423410,70.993.161/0001-81,22939966895,98109-625
1914,6776399650958889770,19.086.815/0001-33,85945223072,06980-964
1915,4083772662765316128,06.618.189/0001-03,45933762449,72004-322
1916,5098869976478252497,74.051.648/0001-61,75942526943,94628-765
1917,4427651977256861594,29.139.494/0001-36,67969830563,50732-680
1918,6951810751642794300,65.942.894/0001-91,45906725643,51422-009
1919,6234468581514626761,39.609.455/0001-56,86935303769,46034-461
1920,9586900802674193287,95.347.480/0001-50,84985937907,00171-838
1921,8079053727830869702,21.741.903/0001-68,11991449364,46316-482
1922,8307487781673517449,30.603.571/0001-37,88970077728,64553-969
1923,4204813866066408756,87.469.713/0001-55,16956122910,15064-299
1924,7474574005042836258,70.309.444/0001-68,32961958106,00752-620
1925,4542832449600818976,18.513.954/0001-60,42995192047,91154-342
1926,7869360264142166264,40.855.580/0001-97,77909190162,37418-348
1927,6538800770895835684,32.571.155/0001-38,18945652653,79436-823
1928,7978226114359929933,46.259.742/0001-35,17975203996,20912-352
1929,5034100227512659813,09.368.076/0001-57,15922744760,08311-124
1930,5880066580566176115,70.833.315/0001-06,18922827508,61594-876
1931,7332097362163322795,94.727.856/0001-09,66921873379,78177-064
1932,9999637154606874211,48.980.518/0001-90,11964831209,10079-963
1933,4865666165613425090,16.876.469/0001-16,19922627815,30165-324
1934,9850645882931506941,96.221.937/0001-34,22994570767,26203-646
1935,6285682734162231473,11.811.436/0001-30,51928276091,93126-989
1936,4904068208522394779,13.126.586/0001-74,86908757212,77882-718
1937,5294584908950594843,16.022.742/0001-04,89937606374,70021-659
1938,1968022405176863705,81.476.397/0001-73,41909251593,08844-683
1939,3092708103466447503,53.077.048/0001-93,27916960348,05845-960
1940,8983967049774986380,68.366.734/0001-58,11954958795,55050-046
1941,2345428783503249034,49.091.231/0001-15,91995980945,84199-643
1942,4619791387188002577,97.442.123/0001-54,53948540889,41402-872
1943,5484674850441192619,83.238.767/0001-39,55976791417,01283-100
1944,3576843595231260407,43.155.515/0001-66,82925872795,89529-175
1945,5295652067841139048,66.919.101/0001-15,11974154057,92831-652
1946,1554569774565162298,70.887.080/0001-61,92992845382,57222-586
1947,3487247314695310543,11.654.684/0001-74,31901933522,08100-743
1948,3245923654862019735,42.835.469/0001-75,18906269577,84506-081
1949,5631730485112654975,22.914.854/0001-55,47930033109,04702-203
1950,7763223720325989180,92.115.719/0001-00,45901365102,20192-291
1951,5445437691659428598,24.994.306/0001-97,49902989079,46152-580
1952,7624238026047532461,96.870.439/0001-64,71973466024,72672-661
1953,2568572854796624364,37.379.765/0001-19,46923404913,02056-563
1954,5952477226121204224,18.809.664/0001-21,67929618645,67807-563
1955,3092345022993515357,27.882.117/0001-26,51959193113,75566-606
1956,9625729387206466450,03.379.171/0001-80,65976323054,32579-431
1957,9408774535223897457,55.191.157/0001-02,63940813378,09035-718
1958,2840455272701931989,26.960.095/0001-61,33992277623,74607-680
1959,4576013893887649659,67.056.056/0001-04,42910903990,86029-701
1960,8479349275567848417,52.717.857/0001-77,48911797513,62327-060
1961,8408589655033775151,82.876.837/0001-41,38943442798,57738-825
1962,6220238023903489954,50.076.152/0001-75,96991850607,64628-058
1963,5503234124076082296,61.507.888/0001-99,34903090816,42120-578
1964,7340816066721300229,40.231.832/0001-11,38997867703,54828-700
1965,8252011325119756829,15.835.282/0001-27,54982878368,66043-828
1966,3221475194169074121,73.118.624/0001-53,28902916620,67296-314
1967,2891490576446978071,83.179.660/0001-72,19986030854,40894-885
1968,7151010378057422864,52.178.336/0001-30,12966638008,35136-267
1969,1508140832712095567,04.686.339/0001-35,91939652751,05647-536
1970,9141105084869616273,03.310.462/0001-93,47981752984,49205-832
1971,9846898198101096789,49.161.465/0001-35,32918814326,50741-881
1972,1937594810451468020,99.155.817/0001-61,77937085539,58658-426
1973,1043909564548458114,69.109.915/0001-62,22903908362,55925-960
1974,4336925344432402178,42.666.645/0001-76,87929926342,20557-695
1975,2237333702655504997,26.556.492/0001-40,38946300204,54375-029
1976,5174299466902578336,41.613.215/0001-50,65978682038,24630-679
1977,8671449430756060185,37.476.395/0001-89,24927432038,75173-141
1978,4681140857155178577,96.772.742/0001-67,12903044887,06323-840
1979,6705336496482032606,57.218.150/0001-11,24964567475,04783-628
1980,3307053959756268939,43.954.094/0001-38,16964963922,35038-690
1981,4357813489278855731,30.346.047/0001-61,84966351166,70703-107
1982,4893157922199897028,49.582.519/0001-84,32978116549,43318-940
1983,5850341168020060189,85.865.825/0001-14,66911987355,55165-607
1984,6733252002117588909,60.965.525/0001-96,69916457353,76425-446
1985,9382545678089147886,08.014.518/0001-47,67985996089,90136-150
1986,7823460786775065456,73.533.965/0001-53,53909670599,35647-779
1987,6643424456914801967,13.568.635/0001-00,82909492833,97903-201
1988,9080192057524368996,61.663.319/0001-52,12921455213,31764-553
1989,9692654484542847716,71.304.266/0001-32,48944045648,13781-616
1990,4738949114176657313,74.381.217/0001-59,43909721178,81864-516
1991,1695828113286896008,26.140.028/0001-29,66906323081,64579-121
1992,6156726161802508422,02.249.516/0001-42,28989186896,67278-811
1993,4360473206578048987,11.291.685/0001-65,14921171815,76633-954
1994,7754609827813638174,20.828.357/0001-49,94961916137,04529-092
1995,9129728412327141693,10.625.317/0001-33,93948979058,04679-662
1996,4821400606575521041,07.544.605/0001-83,84957829694,89408-057
1997,9603367412127579169,91.304.288/0001-17,42911502310,04483-070
1998,2951529843590839132,30.519.332/0001-07,68920837330,13855-355
1999,9922088520561516250,71.190.421/0001-37,55908300760,39817-316
2000,7715748473975042881,29.174.145/0001-39,13944535241,05783-874
2001,7593627572024423719,33.350.285/0001-68,93956531041,05807-452
2002,3893222699187246768,58.023.706/0001-26,99975716551,96658-017
2003,7812067755656006933,69.307.528/0001-41,27967422446,06109-913
2004,9952340359482506647,09.394.493/0001-99,95929491046,34069-936
2005,7419826414346620522,43.498.490/0001-86,28934565980,32646-184
2006,8178983125442334699,79.826.449/0001-51,86919220481,65005-218
2007,9171924617443231426,72.463.867/0001-36,48908156920,60186-458
2008,7496406179161301219,77.365.629/0001-10,75985669295,10337-432
2009,5156614781824234269,66.835.283/0001-58,65936511502,51367-710
2010,3979173973479406754,16.869.793/0001-40,81969271603,94603-871
2011,9996248941433704632,59.639.734/0001-67,28909185290,06579-805
2012,8275352481637948050,18.201.134/0001-07,87970892250,33420-604
2013,7137062793003258846,02.803.443/0001-90,45997012673,84660-684
2014,3715757322456830285,59.559.002/0001-58,92940789931,70898-299
2015,1821721193669536132,25.245.312/0001-01,89991668917,44345-805
2016,2831654730927074755,05.630.408/0001-11,49995872538,40242-460
2017,3434664867574764203,17.918.783/0001-99,73939438475,69847-841
2018,9838754223227436484,74.320.835/0001-15,17902068421,54124-202
2019,1681702121130536920,41.068.045/0001-33,74975816821,90033-151
2020,9904913007085875267,33.426.039/0001-79,13940244794,16191-982
2021,6286656847315369038,75.547.868/0001-86,47993287759,24138-190
2022,5005517557828872919,13.355.734/0001-39,91973281856,76166-695
2023,5020460266125907745,59.452.903/0001-61,83998552078,00454-631
2024,1932983948060139872,90.013.049/0001-81,98955279385,48663-067
2025,5301182075036082347,32.202.561/0001-29,34962917113,94988-141
2026,2380864235804869769,58.599.133/0001-43,61954998500,36770-186
2027,5237951121241458345,13.249.450/0001-12,93935969602,17662-040
2028,4639664140521520739,26.803.265/0001-90,81973206363,67571-567
2029,2679594872699633544,29.928.742/0001-86,24951428547,93055-963
2030,9723665453789731923,92.577.426/0001-75,18984589350,97244-773
2031,7688155517138811485,86.259.891/0001-03,85994142626,24437-433
2032,2273088918003953237,80.874.065/0001-20,53989639178,12725-843
2033,4720512592802519197,51.989.016/0001-89,44930491661,64976-543
2034,1696824001673285443,55.673.060/0001-65,24952608126,58227-594
2035,5239252157632818803,17.028.765/0001-03,67942244071,27043-296
2036,5893437472298767891,30.843.533/0001-93,66909521734,51484-192
2037,9748872498129163434,85.915.329/0001-29,44992927888,53366-668
2038,6959250634196162214,57.336.587/0001-55,79985469944,20123-305
2039,2338906526600459713,12.407.185/0001-21,31990354000,11986-333
2040,3395342231992502074,72.147.551/0001-67,12991728536,43744-390
2041,8464118584071638915,29.235.315/0001-23,49950672676,02761-171
2042,4171701910706552700,62.246.498/0001-90,64930048560,06752-979
2043,4667754479819467645,73.525.139/0001-65,18958942086,53222-509
2044,9331281757564996492,91.211.235/0001-52,66962103574,04525-052
2045,4263031020324733620,92.094.221/0001-72,86941128452,47851-773
2046,1614432848859550612,13.478.018/0001-86,84928242778,04134-336
2047,4849635408862824597,04.231.379/0001-86,85986450944,76582-257
2048,8770107936695724992,15.060.759/0001-38,67981324485,83415-447
2049,1479715207666811119,18.732.150/0001-21,65948922550,04190-648
2050,7981062929457851695,14.666.594/0001-66,73917945344,59836-466
2051,7609324192169173512,11.449.463/0001-14,55917932771,17060-859
2052,7630086804278967897,47.469.603/0001-43,73932156908,37928-965
2053,1144607289450073667,24.892.085/0001-27,77992216094,34118-581
2054,9330804877733031475,97.355.675/0001-62,73990757440,68514-464
2055,8142525017554808859,75.663.013/0001-13,65999818370,84365-214
2056,1130481592305105052,98.750.975/0001-14,83939342100,47473-937
2057,2591189251214586093,56.921.480/0001-70,44994836344,08051-315
2058,7210917415713100487,24.170.939/0001-10,22932028365,00188-621
2059,9670757430270820392,89.714.319/0001-55,81953747001,58432-126
2060,1964012405078747888,56.530.702/0001-74,67921138893,35795-934
2061,3397872238808908163,11.316.354/0001-22,63942287981,52121-699
2062,7985248905379956119,21.275.568/0001-88,98978852553,89344-762
2063,5790953131670220201,60.885.498/0001-43,48920152495,40777-783
2064,6851506240105439316,31.569.788/0001-75,48935123961,63194-684
2065,2838891689427433801,12.589.094/0001-41,43936797959,86450-121
2066,6717590069838112328,92.168.888/0001-37,54944676272,05458-442
2067,8320741979076852535,28.134.742/0001-71,63922244769,70836-331
2068,7123302601346646678,36.069.646/0001-28,93903710264,15402-697
2069,1182914098404527135,27.454.556/0001-66,45967850019,50976-674
2070,3703070722887446927,37.851.390/0001-66,63936487279,25617-971
2071,3177464417053625185,72.332.903/0001-13,13985062820,82530-217
2072,4428041522281506728,54.900.605/0001-09,18990329172,71265-126
2073,7279382431912874703,44.579.246/0001-31,98973318370,31255-084
2074,3238531144044362287,13.305.406/0001-53,85914318265,88019-564
2075,9189265604047026630,54.492.940/0001-30,61987632715,24113-254
2076,5488545591857489891,22.267.138/0001-85,54934529385,80373-077
2077,2956845609419187057,90.979.263/0001-74,88903779625,81626-333
2078,5346217707019389762,31.958.870/0001-81,45955862141,44018-564
2079,2783653684899102859,18.472.474/0001-92,86906051962,47205-741
2080,8939032877210552653,51.148.746/0001-85,97928051276,86080-573
2081,5360148669084319075,00.146.218/0001-71,69951415524,08006-651
2082,3602621914244161044,85.432.581/0001-62,99988596806,14389-101
2083,8074034555455744648,36.212.204/0001-98,38978369606,13542-500
2084,3839015719073300469,76.586.975/0001-27,91924486121,54100-467
2085,4802169320716839646,71.477.188/0001-31,93912555769,30248-025
2086,7419776487282207154,20.833.674/0001-67,28935843904,89513-170
2087,5350588215588206555,42.848.394/0001-98,94986644403,57760-488
2088,8186813655213329398,25.496.776/0001-56,74979066026,22013-735
2089,3539869290641115230,81.293.072/0001-23,61962040957,60258-348
2090,5946716543648976598,15.730.581/0001-06,43941452776,77008-470
2091,1201298037184913041,57.997.895/0001-99,46917617354,17772-335
2092,5491592920060326772,52.364.644/0001-09,88919284993,83680-436
2093,6441411382156955305,00.803.802/0001-28,19947447111,25841-389
2094,3690441976134977184,38.908.642/0001-34,77998155408,91584-637
2095,5021716162861965863,70.267.819/0001-51,35988629737,41247-421
2096,6161994294631539652,20.629.953/0001-39,14929813023,51970-423
2097,1191395751725423225,06.532.477/0001-18,73970654637,12221-272
2098,9814908311893563710,91.266.375/0001-26,11992393879,88439-182
2099,6363041228693569108,68.137.612/0001-07,31936863057,92184-959
2100,5806964559158270203,72.028.087/0001-33,41930755941,80310-738
2101,6814097802759532139,63.669.470/0001-46,44990645468,49643-647
2102,3618069716812492161,41.812.569/0001-74,55979478783,48910-141
2103,7516394867192201635,89.268.469/0001-53,95951043977,80346-534
2104,8868656922105747012,38.476.413/0001-62,14929569921,05515-607
2105,2143095733909734731,57.431.981/0001-14,63937857694,02822-691
2106,3642810227304543852,44.143.934/0001-89,55930745526,46976-674
2107,6838872554302969980,86.611.667/0001-52,97981220755,18081-729
2108,6965352562130004496,44.272.950/0001-19,75920792074,70664-490
2109,2669721494790892279,91.905.305/0001-43,97989982865,16459-572
2110,3134494275676164753,89.339.887/0001-38,82979477366,08648-046
2111,4991217973207637048,80.907.670/0001-47,93928144163,21985-557
2112,1574761854594134401,15.745.317/0001-36,38948251390,31767-968
2113,7360733883505035493,90.094.252/0001-49,45920343207,63368-811
2114,6155152562241463099,22.095.114/0001-76,89957959898,68933-981
2115,7909939131863503039,73.448.516/0001-37,64988324637,22507-237
2116,4203816936581116922,05.591.369/0001-51,82905461434,44224-342
2117,4268578352813666114,69.280.366/0001-88,97921232654,76162-147
2118,5654478743737244728,05.787.596/0001-58,53963321243,72529-808
2119,9473051580892633496,61.664.103/0001-89,89961711952,27797-611
2120,2967113987138818844,35.427.765/0001-09,14950837634,25282-022
2121,7853009543703382869,02.639.497/0001-94,37940960888,18551-286
2122,8413453540234520444,82.864.119/0001-62,38902858437,21346-440
2123,8693145221606895557,50.249.322/0001-30,86910263233,57687-774
2124,7215878025226127098,86.340.213/0001-90,91985662184,79792-377
2125,6025529526526866151,44.314.338/0001-81,27967432361,31000-248
2126,1161882551782015639,53.500.551/0001-81,87937706268,62313-928
2127,2671279496294896155,65.169.050/0001-67,33928930672,18074-264
2128,8813619657467356537,86.065.216/0001-78,64977105132,63160-007
2129,8103170513245922289,20.313.910/0001-10,99962495353,55240-194
2130,4226305846065702284,63.921.567/0001-76,97929662864,52905-583
2131,7546567749418646214,25.000.141/0001-26,96903572403,29945-634
2132,5748165567780075357,44.233.422/0001-99,37954335598,68895-613
2133,9165642779216777066,50.029.133/0001-45,51971937475,19686-106
2134,2175472035010133603,19.175.211/0001-45,62916431911,59770-005
2135,8335555577142194850,27.593.583/0001-32,49938863938,59386-393
2136,4802312630886394537,92.451.802/0001-48,98940549487,50584-694
2137,6914942534915982031,05.901.538/0001-16,32952359790,42060-845
2138,2855480955056323066,10.313.470/0001-10,96952659230,59490-099
2139,4943315815406249652,85.033.857/0001-17,27920011872,60814-709
2140,2652998740103053886,98.949.618/0001-82,11941751323,27849-672
2141,3318470371387616157,11.972.991/0001-62,82924243296,25937-786
2142,9239770060685065346,51.497.702/0001-28,94951135711,22958-187
2143,2430519583874717376,08.768.194/0001-29,24993242797,12214-692
2144,4839119262192122750,56.727.238/0001-67,74980051232,56709-105
2145,2699058120362825814,85.452.884/0001-68,67948456866,73331-920
2146,4885300311719624354,46.083.964/0001-19,42907065837,94189-544
2147,3326142781434520158,95.325.402/0001-01,89958445360,18765-464
2148,1620248548112346346,68.524.452/0001-15,77929840036,48053-119
2149,1839034761936610125,17.086.929/0001-02,43963469664,43419-933
2150,9918109868151848285,42.702.153/0001-72,95967805822,19289-208
