ano,cidade,esporte,disciplina,atleta,pais,genero,evento,medalha
1972,munique,automobilismo,automobilismo,"FALCK-JANZE, Hildegard",FRG,mulheres,800M,ouro
1972,munique,automobilismo,automobilismo,"SABAITE, Niole",URS,mulheres,800M,prateado
1972,munique,automobilismo,automobilismo,"KATUS, Ryszard",POL,homens,Decathlon,bronze
1972,munique,automobilismo,automobilismo,"AVILOV, Nikolai",URS,homens,Decathlon,ouro
1972,munique,automobilismo,automobilismo,"LITVINENKO, Leonid",URS,homens,Decathlon,prateado
,munique,automobilismo,automobilismo,"BRUCH, Rickard",SWE,homens,Discus Throw,bronze
1972,munique,automobilismo,automobilismo,"DANEK, Ludvik",TCH,homens,Discus Throw,ouro
1972,munique,automobilismo,automobilismo,"SILVESTER, L.Jay",USA,homens,Discus Throw,prateado
1972,munique,automobilismo,automobilismo,"STOEVA, Vassilka",BUL,mulheres,Discus Throw,bronze
1972,munique,automobilismo,automobilismo,"MELNIK, Faina",URS,mulheres,Discus Throw,ouro
1972,munique,automobilismo,automobilismo,"MENIS, Argentina",ROU,mulheres,Discus Throw,prateado
1972,munique,automobilismo,automobilismo,"KHMELEVSKY, Vasili",URS,homens,Hammer Throw,bronze
1972,munique,automobilismo,automobilismo,"BONDARCHUK, Anatoli",URS,homens,Hammer Throw,ouro
1972,munique,automobilismo,automobilismo,"SACHSE, Jochen",GDR,homens,Hammer Throw,prateado
1972,munique,automobilismo,automobilismo,"STONES, Dwight Edwin",USA,homens,High Jump,bronze
1972,munique,automobilismo,automobilismo,"TARMAK, Yuri",URS,homens,High Jump,ouro
1972,munique,automobilismo,automobilismo,"JUNGE, Stefan",GDR,homens,High Jump,prateado
1972,munique,automobilismo,automobilismo,"GUSENBAUER-MAJDAN, Ilona",AUT,mulheres,High Jump,bronze
1972,munique,automobilismo,automobilismo,"MEYFARTH, Ulrike",FRG,mulheres,High Jump,ouro
1972,munique,automobilismo,automobilismo,"BLAGOEVA-DIMITROVA, Yordanka",BUL,mulheres,High Jump,prateado
1972,munique,automobilismo,automobilismo,"SCHMIDT, William David",USA,homens,Javelin Throw,bronze
1972,munique,automobilismo,automobilismo,"WOLFERMANN, Klaus",FRG,homens,Javelin Throw,ouro
,munique,automobilismo,automobilismo,"LUSIS, Yanis",URS,homens,Javelin Throw,prateado
1972,munique,automobilismo,automobilismo,"SCHMIDT, Kathryn Joan",USA,mulheres,Javelin Throw,bronze
1972,munique,automobilismo,automobilismo,"FUCHS, Ruth",GDR,mulheres,Javelin Throw,ouro
1972,munique,automobilismo,automobilismo,"TODTEN-HEIN, Jaqueline",GDR,mulheres,Javelin Throw,prateado
1972,munique,automobilismo,automobilismo,"ROBINSON, Arnie",USA,homens,Long Jump,bronze
1972,munique,automobilismo,automobilismo,"WILLIAMS, Randel Luvelle",USA,homens,Long Jump,ouro
1972,munique,automobilismo,automobilismo,"BAUMGARTNER, Hans",FRG,homens,Long Jump,prateado
1972,munique,automobilismo,automobilismo,"SURANOVA, Eva",TCH,mulheres,Long Jump,bronze
1972,munique,automobilismo,automobilismo,"ROSENDAHL, Heidemarie",FRG,mulheres,Long Jump,ouro
1972,munique,automobilismo,automobilismo,"CHRISTOVA-YORGOVA, Diana",BUL,mulheres,Long Jump,prateado
1972,munique,automobilismo,automobilismo,"WOLDE, Mamo",ETH,homens,Marathon,bronze
1972,munique,automobilismo,automobilismo,"SHORTER, Frank Charles",USA,homens,Marathon,ouro
1972,munique,automobilismo,automobilismo,"LISMONT, Karel",BEL,homens,Marathon,prateado
1972,munique,automobilismo,automobilismo,"POLLAK, Burglinde",GDR,mulheres,Pentathlon,bronze
1972,munique,automobilismo,automobilismo,"PETERS, Mary",GBR,mulheres,Pentathlon,ouro
1972,munique,automobilismo,automobilismo,"ROSENDAHL, Heidemarie",FRG,mulheres,Pentathlon,prateado
1972,munique,automobilismo,automobilismo,"JOHNSON, Jan Eric",USA,homens,Pole Vault,bronze
1972,munique,automobilismo,automobilismo,"NORDWIG, Wolfgang",GDR,homens,Pole Vault,ouro
,munique,automobilismo,automobilismo,"SEAGREN, Robert Lloyd",USA,homens,Pole Vault,prateado
1972,munique,automobilismo,automobilismo,"BRIESENICK, Hartmut",GDR,homens,Shot Put,bronze
1972,munique,automobilismo,automobilismo,"KOMAR, Wladyslaw",POL,homens,Shot Put,ouro
1972,munique,automobilismo,automobilismo,"WOODS, George Roger",USA,homens,Shot Put,prateado
1972,munique,automobilismo,automobilismo,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,mulheres,Shot Put,bronze
1972,munique,automobilismo,automobilismo,"CHIZHOVA, Nadezhda",URS,mulheres,Shot Put,ouro
1972,munique,automobilismo,automobilismo,"HELMBOLD-GUMMEL, Margitta",GDR,mulheres,Shot Put,prateado
1972,munique,automobilismo,automobilismo,"PRUDENCIO, Nelson",BRA,homens,Triple Jump,bronze
1972,munique,automobilismo,automobilismo,"SANEEV, Viktor",URS,homens,Triple Jump,ouro
1972,munique,automobilismo,automobilismo,"DREHMEL, Jörg",GDR,homens,Triple Jump,prateado
1972,munique,basquetebol,basquetebol,"ALVAREZ POZO, Miguel",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"CALDERON GOMEZ, Miguel",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"CANIZARES POEY, Rafael",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"CHAPPE GARCIA, Pedro",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"DOMECQ FORTUONDO, Juan Carlos",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"HERRERA MARTINEZ, Tomas",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"HERRERA TABIO, Ruperto",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"PEREZ ARMENTEROS, Conrado",CUB,homens,Basketball,bronze
,munique,basquetebol,basquetebol,"ROCA BRUNET, Juan",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"STANDARD JOHNSON, Franklin",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"URGELLES GUIBOT, Alejandro",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"VARONA VARONA, Oscar",CUB,homens,Basketball,bronze
1972,munique,basquetebol,basquetebol,"BELOV, Aleksandr",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"BELOV, Sergei",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"BOLOSHEV, Aleksandr",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"DVORNY, Ivan",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"EDESHKO, Ivan",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"KORKIYA, Mikhail",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"KOVALENKO, Sergei",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"PAULAUSKAS, Modestas",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"POLIVODA, Anatoli",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"SAKANDELIDZE, Zurab",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"VOLNOV, Gennadi",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"ZHARMUKHAMEDOV, Alzhan",URS,homens,Basketball,ouro
1972,munique,basquetebol,basquetebol,"BANTOM, Michael Allen",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"BREWER, James Turner",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"BURLESON, Thomas Loren",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"COLLINS, Paul Douglas",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"DAVIS, Kenneth Bryan",USA,homens,Basketball,prateado
,munique,basquetebol,basquetebol,"FORBES, James Ricardo",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"HENDERSON, Thomas Edward",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"JONES, Dwight Elmo",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"JONES, Robert Clyde",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"JOYCE, Kevin Francis",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"MCMILLEN, Charles Thomas",USA,homens,Basketball,prateado
1972,munique,basquetebol,basquetebol,"RATLEFF, William Edward",USA,homens,Basketball,prateado
1972,munique,boxing,boxing,"EVANS, Ralph",GBR,homens,- 48KG (Light-Flyweight),bronze
1972,munique,boxing,boxing,"RODRIGUEZ CAL, Enrique",ESP,homens,- 48KG (Light-Flyweight),bronze
1972,munique,boxing,boxing,"GEDO, György",HUN,homens,- 48KG (Light-Flyweight),ouro
1972,munique,boxing,boxing,"KIM, U Gil",PRK,homens,- 48KG (Light-Flyweight),prateado
1972,munique,boxing,boxing,"HUSSING, Peter",FRG,homens,+ 81KG (Heavyweight),bronze
1972,munique,boxing,boxing,"THOMSEN, Hasse",SWE,homens,+ 81KG (Heavyweight),bronze
1972,munique,boxing,boxing,"STEVENSON, Teofilo",CUB,homens,+ 81KG (Heavyweight),ouro
1972,munique,boxing,boxing,"ALEXE, Ion",ROU,homens,+ 81KG (Heavyweight),prateado
1972,munique,boxing,boxing,"BLAZYNSKI, Leszek",POL,homens,48 - 51KG (Flyweight),bronze
1972,munique,boxing,boxing,"RODRIGUEZ GUARDIOLA, Douglas",CUB,homens,48 - 51KG (Flyweight),bronze
1972,munique,boxing,boxing,"KOSTADINOV, Georghi",BUL,homens,48 - 51KG (Flyweight),ouro
1972,munique,boxing,boxing,"RWABDOGO, Leo",UGA,homens,48 - 51KG (Flyweight),prateado
1972,munique,boxing,boxing,"CARRERAS, Ricardo Luis",USA,homens,51 - 54KG (Bantamweight),bronze
1972,munique,boxing,boxing,"TURPIN, George",GBR,homens,51 - 54KG (Bantamweight),bronze
,munique,boxing,boxing,"MARTINEZ ROMERO, Orlando",CUB,homens,51 - 54KG (Bantamweight),ouro
1972,munique,boxing,boxing,"ZAMORA, Alfonso",MEX,homens,51 - 54KG (Bantamweight),prateado
1972,munique,boxing,boxing,"BOTOS, Andras",HUN,homens,54 - 57KG (Featherweight),bronze
1972,munique,boxing,boxing,"ROJAS, Clemente",COL,homens,54 - 57KG (Featherweight),bronze
1972,munique,boxing,boxing,"KUZNETSOV, Boris",URS,homens,54 - 57KG (Featherweight),ouro
1972,munique,boxing,boxing,"WARUINGE, Philip",KEN,homens,54 - 57KG (Featherweight),prateado
1972,munique,boxing,boxing,"MBUGUA, Samuel",KEN,homens,57 - 60KG (Lightweight),bronze
1972,munique,boxing,boxing,"PEREZ, Alfonso",COL,homens,57 - 60KG (Lightweight),bronze
1972,munique,boxing,boxing,"SZCZEPANSKI, Jan",POL,homens,57 - 60KG (Lightweight),ouro
1972,munique,boxing,boxing,"ORBAN, Laszlo",HUN,homens,57 - 60KG (Lightweight),prateado
1972,munique,boxing,boxing,"DABORG, Issaka",NIG,homens,60 - 63.5KG (Light-Welterweight),bronze
1972,munique,boxing,boxing,"VUJIN, Zvonimir",YUG,homens,60 - 63.5KG (Light-Welterweight),bronze
1972,munique,boxing,boxing,"SEALES, Ray P.",USA,homens,60 - 63.5KG (Light-Welterweight),ouro
1972,munique,boxing,boxing,"ANGELOV, Angel",BUL,homens,60 - 63.5KG (Light-Welterweight),prateado
1972,munique,boxing,boxing,"MURUNGA, Richard (Tiger)",KEN,homens,63.5 - 67KG (Welterweight),bronze
1972,munique,boxing,boxing,"VALDEZ, John (Jesse)",USA,homens,63.5 - 67KG (Welterweight),bronze
1972,munique,boxing,boxing,"CORREA VAILLANT, Emilio",CUB,homens,63.5 - 67KG (Welterweight),ouro
1972,munique,boxing,boxing,"KAJDI, Janos",HUN,homens,63.5 - 67KG (Welterweight),prateado
1972,munique,boxing,boxing,"MINTER, Alan",GBR,homens,67 - 71KG (Light-Middleweight),bronze
1972,munique,boxing,boxing,"TIEPOLD, Peter",GDR,homens,67 - 71KG (Light-Middleweight),bronze
1972,munique,boxing,boxing,"KOTTYSCH, Dieter",FRG,homens,67 - 71KG (Light-Middleweight),ouro
1972,munique,boxing,boxing,"RUDKOWSKI, Wieslaw",POL,homens,67 - 71KG (Light-Middleweight),prateado
1972,munique,boxing,boxing,"AMARTEY, Prince",GHA,homens,71-75KG,bronze
1972,munique,boxing,boxing,"JOHNSON, Marvin L.",USA,homens,71-75KG,bronze
,munique,boxing,boxing,"LEMECHEW, Viacheslav",URS,homens,71-75KG,ouro
1972,munique,boxing,boxing,"VIRTANEN, Reima Valdemar",FIN,homens,71-75KG,prateado
1972,munique,boxing,boxing,"GORTAT, Janusz",POL,homens,75 - 81KG (Light-Heavyweight),bronze
1972,munique,boxing,boxing,"IKHOURIA, Isaac",NGR,homens,75 - 81KG (Light-Heavyweight),bronze
1972,munique,boxing,boxing,"PARLOV, Mate",YUG,homens,75 - 81KG (Light-Heavyweight),ouro
1972,munique,boxing,boxing,"CARRILLO QUESADA, Gilberto",CUB,homens,75 - 81KG (Light-Heavyweight),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"LEWE, Detlef",FRG,homens,C-1 1000M (Canoe Single),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"PATZAICHIN, Ivan",ROU,homens,C-1 1000M (Canoe Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"WICHMANN, Tamas",HUN,homens,C-1 1000M (Canoe Single),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"BURTCHIN, Ivan",BUL,homens,C-2 1000M (Canoe Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"DAMIANOV, Fedia",BUL,homens,C-2 1000M (Canoe Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"CHESSYUNAS, Vladislavas",URS,homens,C-2 1000M (Canoe Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"LOBANOV, Yuri",URS,homens,C-2 1000M (Canoe Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"COVALIOV, Serghei",ROU,homens,C-2 1000M (Canoe Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"PATZAICHIN, Ivan",ROU,homens,C-2 1000M (Canoe Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"CSAPO, Geza",HUN,homens,K-1 1000M (Kayak Single),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"SHAPARENKO, Aleksandr",URS,homens,K-1 1000M (Kayak Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"PETERSON, Rolf",SWE,homens,K-1 1000M (Kayak Single),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"PFEFFER, Anna",HUN,mulheres,K-1 500M (Kayak Single),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"RYABCHINSKAYA, Yulia",URS,mulheres,K-1 500M (Kayak Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"JAAPIES, Marie (Mieke)",NED,mulheres,K-1 500M (Kayak Single),prateado
,munique,canoa e caiaque,canoa / caiaque f,"PISZCZ, Rafal Maciej",POL,homens,K-2 1000M (Kayak Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"SZUSZKIEWICZ, Wladyslaw",POL,homens,K-2 1000M (Kayak Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"GORBACHEV, Nikolai",URS,homens,K-2 1000M (Kayak Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"KRATASYUK, Viktor",URS,homens,K-2 1000M (Kayak Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"DEME, Jozsef",HUN,homens,K-2 1000M (Kayak Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"RATKAI, Janos",HUN,homens,K-2 1000M (Kayak Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"DUMITRU, Viorica",ROU,mulheres,K-2 500M (Kayak Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"NICHIFOROV-MIHOREANU, Maria",ROU,mulheres,K-2 500M (Kayak Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,mulheres,K-2 500M (Kayak Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"KURYSHKO, Ekaterina",URS,mulheres,K-2 500M (Kayak Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"GRABOWSKY, Petra",GDR,mulheres,K-2 500M (Kayak Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"KASCHUBE, Ilse",GDR,mulheres,K-2 500M (Kayak Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"AMUNDSEN, Steinar",NOR,homens,K-4 1000M (Kayak Four),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"BERGER, Tore",NOR,homens,K-4 1000M (Kayak Four),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"JOHANSEN, Jan",NOR,homens,K-4 1000M (Kayak Four),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"SÖBY, Egil Wike",NOR,homens,K-4 1000M (Kayak Four),bronze
1972,munique,canoa e caiaque,canoa / caiaque f,"DIDENKO, Valeri",URS,homens,K-4 1000M (Kayak Four),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"FILATOV, Yuri",URS,homens,K-4 1000M (Kayak Four),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"MOROZOV, Vladimir",URS,homens,K-4 1000M (Kayak Four),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"STETSENKO, Yuri",URS,homens,K-4 1000M (Kayak Four),ouro
1972,munique,canoa e caiaque,canoa / caiaque f,"SCIOTNIC, Atanase",ROU,homens,K-4 1000M (Kayak Four),prateado
,munique,canoa e caiaque,canoa / caiaque f,"VARTOLOMEU, Roman",ROU,homens,K-4 1000M (Kayak Four),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"VERNESCU, Aurel",ROU,homens,K-4 1000M (Kayak Four),prateado
1972,munique,canoa e caiaque,canoa / caiaque f,"ZAFIU, Mihai",ROU,homens,K-4 1000M (Kayak Four),prateado
1972,munique,canoa e caiaque,canoa / caiaque s,"MCEWAN, James Patrick",USA,homens,C-1 (Canoe Single),bronze
1972,munique,canoa e caiaque,canoa / caiaque s,"EIBEN, Reinhard",GDR,homens,C-1 (Canoe Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque s,"KAUDER, Reinhold",FRG,homens,C-1 (Canoe Single),prateado
1972,munique,canoa e caiaque,canoa / caiaque s,"OLRY, Jean-Claude",FRA,homens,C-2 (Canoe Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque s,"OLRY, Jean-Louis",FRA,homens,C-2 (Canoe Double),bronze
1972,munique,canoa e caiaque,canoa / caiaque s,"AMEND, Rolf-Dieter",GDR,homens,C-2 (Canoe Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque s,"HOFMANN, Walter",GDR,homens,C-2 (Canoe Double),ouro
1972,munique,canoa e caiaque,canoa / caiaque s,"BAUES, Wilhelm Bernd",FRG,homens,C-2 (Canoe Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque s,"SCHUMACHER, Hans-Otto",FRG,homens,C-2 (Canoe Double),prateado
1972,munique,canoa e caiaque,canoa / caiaque s,"GIMPEL, Harald",GDR,homens,K-1 (Kayak Single),bronze
1972,munique,canoa e caiaque,canoa / caiaque s,"HORN, Siegbert",GDR,homens,K-1 (Kayak Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque s,"SATTLER, Norbert",AUT,homens,K-1 (Kayak Single),prateado
1972,munique,canoa e caiaque,canoa / caiaque s,"WUNDERLICH, Magdalena",FRG,mulheres,K-1 (Kayak Single),bronze
,munique,canoa e caiaque,canoa / caiaque s,"BAHMANN, Angelika",GDR,mulheres,K-1 (Kayak Single),ouro
1972,munique,canoa e caiaque,canoa / caiaque s,"GROTHAUS, Gisela",FRG,mulheres,K-1 (Kayak Single),prateado
1972,munique,ciclismo,ciclismo estrada,"KUIPER, Hennie",NED,homens,Individual Road Race,ouro
1972,munique,ciclismo,ciclismo estrada,"SEFTON, Clyde",AUS,homens,Individual Road Race,prateado
1972,munique,ciclismo,ciclismo estrada,"KOMNATOV, Gennadi",URS,homens,Team Time Trial,ouro
1972,munique,ciclismo,ciclismo estrada,"LIKHACHEV, Valery",URS,homens,Team Time Trial,ouro
1972,munique,ciclismo,ciclismo estrada,"SHUKHOV, Boris",URS,homens,Team Time Trial,ouro
1972,munique,ciclismo,ciclismo estrada,"YARDY, Valery",URS,homens,Team Time Trial,ouro
1972,munique,ciclismo,ciclismo estrada,"BARCIK, Edward",POL,homens,Team Time Trial,prateado
1972,munique,ciclismo,ciclismo estrada,"LIS, Lucjan",POL,homens,Team Time Trial,prateado
1972,munique,ciclismo,ciclismo estrada,"SZOZDA, Stanislaw",POL,homens,Team Time Trial,prateado
1972,munique,ciclismo,ciclismo estrada,"SZURKOWSKI, Ryszard",POL,homens,Team Time Trial,prateado
1972,munique,ciclismo,ciclismo de pista,"SCHÜTZE, Jürgen",GDR,homens,1KM Time Trial,bronze
1972,munique,ciclismo,ciclismo de pista,"FREDBORG, Niels Christian",DEN,homens,1KM Time Trial,ouro
1972,munique,ciclismo,ciclismo de pista,"CLARK, Daniel",AUS,homens,1KM Time Trial,prateado
1972,munique,ciclismo,ciclismo de pista,"BEK, Andrzej",POL,homens,2000M Tandem,bronze
1972,munique,ciclismo,ciclismo de pista,"KOCOT, Benedykt",POL,homens,2000M Tandem,bronze
1972,munique,ciclismo,ciclismo de pista,"SEMENETS, Vladimir",URS,homens,2000M Tandem,ouro
1972,munique,ciclismo,ciclismo de pista,"TSELOVALNIKOV, Igor",URS,homens,2000M Tandem,ouro
1972,munique,ciclismo,ciclismo de pista,"GESCHKE, Hans-Jürgen",GDR,homens,2000M Tandem,prateado
1972,munique,ciclismo,ciclismo de pista,"OTTO, Werner",GDR,homens,2000M Tandem,prateado
,munique,ciclismo,ciclismo de pista,"LUTZ, Hans",FRG,homens,Individual Pursuit,bronze
1972,munique,ciclismo,ciclismo de pista,"KNUDSEN, Knut",NOR,homens,Individual Pursuit,ouro
1972,munique,ciclismo,ciclismo de pista,"KURMANN, Xaver",SUI,homens,Individual Pursuit,prateado
1972,munique,ciclismo,ciclismo de pista,"PKHAKADZE, Omar",URS,homens,Sprint Indivual,bronze
1972,munique,ciclismo,ciclismo de pista,"MORELON, Daniel",FRA,homens,Sprint Indivual,ouro
1972,munique,ciclismo,ciclismo de pista,"NICHOLSON, John Michael",AUS,homens,Sprint Indivual,prateado
1972,munique,ciclismo,ciclismo de pista,"BENNETT, Michael John",GBR,homens,Team Pursuit (4000M),bronze
1972,munique,ciclismo,ciclismo de pista,"HALLAM, Ian",GBR,homens,Team Pursuit (4000M),bronze
1972,munique,ciclismo,ciclismo de pista,"KEEBLE, Ronald James",GBR,homens,Team Pursuit (4000M),bronze
1972,munique,ciclismo,ciclismo de pista,"MOORE, William",GBR,homens,Team Pursuit (4000M),bronze
1972,munique,ciclismo,ciclismo de pista,"COLOMBO, Jürgen",FRG,homens,Team Pursuit (4000M),ouro
1972,munique,ciclismo,ciclismo de pista,"HARITZ, Günter",FRG,homens,Team Pursuit (4000M),ouro
1972,munique,ciclismo,ciclismo de pista,"HEMPEL, Udo",FRG,homens,Team Pursuit (4000M),ouro
1972,munique,ciclismo,ciclismo de pista,"SCHUHMACHER, Günther",FRG,homens,Team Pursuit (4000M),ouro
1972,munique,ciclismo,ciclismo de pista,"HUSCHKE, Thomas",GDR,homens,Team Pursuit (4000M),prateado
1972,munique,ciclismo,ciclismo de pista,"RICHTER, Heinz",GDR,homens,Team Pursuit (4000M),prateado
1972,munique,ciclismo,ciclismo de pista,"RICHTER, Herbert",GDR,homens,Team Pursuit (4000M),prateado
1972,munique,ciclismo,ciclismo de pista,"UNTERWALDER, Uwe",GDR,homens,Team Pursuit (4000M),prateado
1972,munique,equestres,amestramento,"NECKERMANN, Josef",FRG,homens,Individual,bronze
1972,munique,equestres,amestramento,"LINSENHOFF, Liselott",FRG,mulheres,Individual,ouro
1972,munique,equestres,amestramento,"PETUSHKOVA, Elena",URS,mulheres,Individual,prateado
1972,munique,equestres,amestramento,"KALITA, Ivan",URS,homens,Team,ouro
1972,munique,equestres,amestramento,"KIZIMOV, Ivan",URS,homens,Team,ouro
1972,munique,equestres,amestramento,"NECKERMANN, Josef",FRG,homens,Team,prateado
1972,munique,equestres,amestramento,"HAKANSSON, Ulla",SWE,mulheres,Team,bronze
1972,munique,equestres,amestramento,"SWAAB, Ninna",SWE,mulheres,Team,bronze
1972,munique,equestres,amestramento,"VON ROSEN, Maud",SWE,mulheres,Team,bronze
1972,munique,equestres,amestramento,"PETUSHKOVA, Elena",URS,mulheres,Team,ouro
1972,munique,equestres,amestramento,"LINSENHOFF, Liselott",FRG,mulheres,Team,prateado
1972,munique,equestres,amestramento,"SCHLÜTER-SCHMIDT, Karin",FRG,mulheres,Team,prateado
1972,munique,equestres,concurso completo de equitação,"JÖNSSON, Jan",SWE,homens,Individual,bronze
1972,munique,equestres,concurso completo de equitação,"MEADE, Richard John Hanray",GBR,homens,Individual,ouro
1972,munique,equestres,concurso completo de equitação,"ARGENTON, Alessandro",ITA,homens,Individual,prateado
1972,munique,equestres,concurso completo de equitação,"GOESSING, Ludwig (Lutz)",FRG,homens,Team,bronze
1972,munique,equestres,concurso completo de equitação,"KARSTEN, Horst",FRG,homens,Team,bronze
1972,munique,equestres,concurso completo de equitação,"KLUGMANN, Harry",FRG,homens,Team,bronze
1972,munique,equestres,concurso completo de equitação,"SCHULTZ, Karl",FRG,homens,Team,bronze
1972,munique,equestres,concurso completo de equitação,"MEADE, Richard John Hanray",GBR,homens,Team,ouro
1972,munique,equestres,concurso completo de equitação,"PHILLIPS, Mark Anthony Peter",GBR,homens,Team,ouro
1972,munique,equestres,concurso completo de equitação,"DAVIDSON, Bruce Oram",USA,homens,Team,prateado
1972,munique,equestres,concurso completo de equitação,"FREEMAN, Kevin John",USA,homens,Team,prateado
1972,munique,equestres,concurso completo de equitação,"PLUMB, John Michael",USA,homens,Team,prateado
1972,munique,equestres,concurso completo de equitação,"WOFFORD, James Cunningham",USA,homens,Team,prateado
1972,munique,equestres,concurso completo de equitação,"GORDON-WATSON, Mary Diana",GBR,mulheres,Team,ouro
1972,munique,equestres,concurso completo de equitação,"PARKER, Bridget",GBR,mulheres,Team,ouro
1972,munique,equestres,salto,"SHAPIRO, Neal",USA,homens,Individual,bronze
1972,munique,equestres,salto,"MANCINELLI, Graziano",ITA,homens,Individual,ouro
1972,munique,equestres,salto,"MOORE, Ann Elizabeth",GBR,mulheres,Individual,prateado
1972,munique,equestres,salto,"D'INZEO, Piero",ITA,homens,Team,bronze
1972,munique,equestres,salto,"D'INZEO, Raimondo",ITA,homens,Team,bronze
,munique,equestres,salto,"MANCINELLI, Graziano",ITA,homens,Team,bronze
1972,munique,equestres,salto,"ORLANDI, Vittorio",ITA,homens,Team,bronze
1972,munique,equestres,salto,"LIGGES, Fritz",FRG,homens,Team,ouro
1972,munique,equestres,salto,"STEENKEN, Hartwig",FRG,homens,Team,ouro
1972,munique,equestres,salto,"WILTFANG, Gerhard (Gerd)",FRG,homens,Team,ouro
1972,munique,equestres,salto,"WINKLER, Hans Günter",FRG,homens,Team,ouro
1972,munique,equestres,salto,"CHAPOT, Frank Davis",USA,homens,Team,prateado
1972,munique,equestres,salto,"SHAPIRO, Neal",USA,homens,Team,prateado
1972,munique,equestres,salto,"STEINKRAUS, William Clark",USA,homens,Team,prateado
