marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
asus,2019,6,11,2,não,0,2,194,FULLHD,AMOLED,sim,0,500,2em1,12934
dell,2012,4,7,16,não,0,3,538,4K,IPS,sim,500,250,premium,22905
apple,2023,6,10,16,não,0,2,592,FULLHD,OLED,não,0,500,premium,19227
acer,2020,8,8,4,não,0,1,230,HD,IPS,não,1000,0,entrada,6407
lenovo,2018,6,11,12,sim,6,4,100,4K,IPS,não,0,1000,jogos_intermediarios,10191
lenovo,2023,8,8,8,não,0,2,339,FULLHD,AMOLED,sim,0,250,2em1,12191
acer,2020,10,18,32,sim,6,4,172,4K,AMOLED,não,0,1000,jogos_premium,19922
acer,2019,4,8,8,não,0,3,534,4K,OLED,não,0,2000,premium,26530
xiaomi,2013,4,4,8,não,0,3,411,FULLHD,OLED,não,250,250,premium,13196
xiaomi,2012,12,14,8,não,0,3,595,QUADHD,AMOLED,não,1000,250,premium,17585
dell,2012,2,3,16,não,0,3,450,HD,TN,não,2000,0,entrada,9553
acer,2014,4,4,16,não,0,3,186,HD,IPS,não,500,0,entrada,5654
asus,2013,2,2,6,não,0,2,581,FULLHD,VA,não,1000,250,ultraportatil,17069
positivo,2020,10,10,16,não,0,2,270,HD,IPS,não,0,2000,entrada,8909
huawei,2014,4,4,8,não,0,3,582,4K,OLED,não,250,250,premium,23647
acer,2018,12,20,16,sim,6,1,191,4K,VA,não,0,2000,jogos_intermediarios,12800
huawei,2016,6,7,16,não,0,3,540,FULLHD,OLED,não,0,2000,premium,19575
razer,2020,4,6,32,sim,6,4,36,4K,AMOLED,não,0,250,jogos_premium,17890
hp,2020,10,16,64,não,0,3,594,FULLHD,VA,não,0,250,ultraportatil,22924
lenovo,2017,4,5,8,não,0,3,502,4K,AMOLED,não,0,500,premium,19372
xiaomi,2019,10,14,8,não,0,2,527,4K,OLED,não,0,2000,premium,25862
samsung,2019,6,12,8,não,0,3,564,FULLHD,OLED,não,0,250,premium,23420
samsung,2023,4,5,16,não,0,2,410,4K,AMOLED,não,0,250,premium,15131
xiaomi,2012,12,14,16,não,0,3,552,4K,OLED,não,0,500,premium,25928
apple,2015,10,10,8,não,0,2,556,FULLHD,OLED,não,0,500,premium,24702
acer,2012,6,10,16,sim,6,3,167,FULLHD,IPS,não,2000,250,jogos_intermediarios,10273
hp,2021,6,11,12,sim,6,4,81,FULLHD,TN,não,0,500,jogos_intermediarios,8671
samsung,2022,12,14,32,não,0,3,503,FULLHD,OLED,não,0,250,ultraportatil,20561
huawei,2010,4,6,16,não,0,3,438,FULLHD,OLED,não,500,250,premium,21866
samsung,2010,12,12,16,não,0,3,553,QUADHD,OLED,não,500,250,premium,24934
razer,2020,8,12,8,não,0,3,576,QUADHD,OLED,não,0,2000,premium,20382
huawei,2018,6,10,16,não,0,3,429,4K,AMOLED,não,0,250,premium,22449
apple,2018,10,14,16,não,0,3,543,QUADHD,AMOLED,não,0,1000,premium,25693
xiaomi,2023,6,7,8,não,0,3,423,4K,AMOLED,não,0,2000,premium,18171
acer,2018,10,19,8,não,0,3,533,4K,OLED,não,0,1000,premium,22689
xiaomi,2013,4,6,8,não,0,2,535,QUADHD,AMOLED,não,1000,250,premium,21788
apple,2021,6,7,8,não,0,2,599,4K,AMOLED,não,0,2000,premium,25703
dell,2010,4,8,2,não,0,2,388,FULLHD,AMOLED,sim,1000,250,2em1,14932
lenovo,2022,6,11,12,sim,8,4,97,FULLHD,IPS,não,0,2000,jogos_intermediarios,10288
hp,2012,6,12,8,sim,4,2,62,FULLHD,OLED,não,250,2000,jogos_entrada,8476
apple,2022,6,7,8,não,0,2,440,FULLHD,AMOLED,não,0,250,premium,19033
positivo,2022,8,15,16,não,0,3,242,HD,TN,não,500,250,entrada,6919
huawei,2017,8,8,16,não,0,2,401,4K,AMOLED,não,0,2000,premium,16060
positivo,2013,6,7,2,não,0,4,79,HD,TN,não,500,0,entrada,4771
acer,2020,10,11,4,não,0,3,384,HD,TN,não,1000,0,intermediario,11129
dell,2021,12,19,6,não,0,2,342,FULLHD,IPS,sim,0,1000,2em1,15383
acer,2021,10,16,16,sim,6,4,162,QUADHD,AMOLED,não,0,2000,jogos_premium,25066
xiaomi,2021,10,12,8,não,0,3,579,FULLHD,OLED,não,0,250,premium,22113
razer,2017,12,19,16,não,0,2,486,QUADHD,AMOLED,não,0,2000,premium,17712
apple,2011,8,8,16,não,0,3,534,FULLHD,AMOLED,não,250,250,premium,21724
samsung,2013,4,8,8,não,0,2,404,QUADHD,AMOLED,sim,2000,250,premium,17977
lenovo,2023,10,15,32,sim,12,4,87,QUADHD,OLED,não,0,250,jogos_premium,16158
razer,2015,8,16,32,sim,6,3,178,4K,AMOLED,não,0,2000,jogos_premium,17551
razer,2023,6,7,16,sim,6,4,87,4K,AMOLED,não,0,1000,jogos_premium,23693
asus,2013,6,9,16,não,0,3,387,FULLHD,AMOLED,sim,0,2000,2em1,16100
huawei,2014,4,4,16,não,0,3,532,FULLHD,OLED,não,0,2000,premium,20577
positivo,2016,8,16,2,não,0,3,82,HD,TN,não,250,0,entrada,5401
positivo,2011,6,7,2,não,0,4,35,HD,TN,não,500,0,entrada,2991
huawei,2015,8,13,16,não,0,2,419,QUADHD,AMOLED,não,0,1000,premium,21061
asus,2012,6,6,6,não,0,3,574,FULLHD,TN,não,2000,1000,ultraportatil,17463
lenovo,2013,4,4,32,sim,6,4,64,QUADHD,OLED,não,250,125,jogos_premium,11137
dell,2022,8,9,16,sim,8,4,80,FULLHD,AMOLED,não,0,1000,jogos_premium,22676
lenovo,2018,12,15,12,sim,6,2,118,FULLHD,OLED,não,0,250,jogos_intermediarios,10580
dell,2016,6,11,16,não,0,3,457,4K,IPS,sim,0,250,premium,21522
acer,2011,4,4,4,não,0,3,593,HD,TN,não,250,0,entrada,12242
asus,2019,8,9,4,não,0,3,583,FULLHD,VA,não,0,250,ultraportatil,16536
lenovo,2013,12,16,32,sim,6,4,35,4K,AMOLED,não,250,125,jogos_premium,16359
acer,2014,4,5,6,não,0,2,519,FULLHD,IPS,não,0,1000,ultraportatil,17348
dell,2023,12,15,16,sim,8,4,120,FULLHD,VA,não,0,500,jogos_intermediarios,11751
positivo,2010,2,2,4,não,0,4,284,HD,TN,não,250,0,entrada,6436
hp,2018,6,9,12,sim,6,2,138,4K,VA,não,0,250,jogos_intermediarios,11343
acer,2016,4,4,12,sim,4,3,46,FULLHD,TN,não,0,250,jogos_entrada,5332
hp,2013,4,4,4,não,0,2,514,FULLHD,OLED,não,500,500,ultraportatil,17043
samsung,2012,2,4,4,não,0,1,547,HD,TN,não,250,0,entrada,11000
samsung,2013,4,5,6,não,0,3,51,HD,TN,não,0,1000,intermediario,6351
dell,2015,4,7,4,não,0,4,593,HD,IPS,não,500,0,entrada,11837
dell,2016,4,8,8,não,0,3,143,FULLHD,AMOLED,sim,0,1000,2em1,11591
xiaomi,2014,12,14,8,não,0,3,551,QUADHD,OLED,não,1000,250,premium,20186
huawei,2019,12,19,16,não,0,3,459,4K,OLED,não,0,250,premium,17369
hp,2012,2,4,12,sim,2,1,195,FULLHD,VA,não,250,2000,jogos_entrada,9400
asus,2018,6,7,8,não,0,2,533,FULLHD,AMOLED,sim,0,250,2em1,15847
lenovo,2021,8,16,16,sim,6,4,48,FULLHD,OLED,não,0,2000,jogos_intermediarios,10569
asus,2016,6,6,4,não,0,2,210,HD,IPS,não,2000,0,intermediario,8562
hp,2021,10,15,32,não,0,2,523,FULLHD,IPS,não,0,500,ultraportatil,19476
dell,2023,4,5,16,não,0,2,545,FULLHD,IPS,sim,0,500,premium,19817
samsung,2013,6,12,6,não,0,3,598,FULLHD,AMOLED,sim,2000,250,2em1,18326
lenovo,2022,10,13,12,sim,8,4,116,QUADHD,VA,não,0,250,jogos_intermediarios,11456
dell,2022,4,5,16,sim,6,4,166,QUADHD,OLED,não,0,500,jogos_premium,17546
xiaomi,2010,4,7,8,não,0,3,495,4K,AMOLED,não,2000,250,premium,17359
huawei,2010,12,12,16,não,0,3,594,QUADHD,OLED,não,500,250,premium,25214
dell,2012,12,17,12,sim,4,1,121,QUADHD,VA,não,250,1000,jogos_intermediarios,11067
acer,2017,6,7,16,não,0,2,466,QUADHD,AMOLED,não,0,250,premium,20150
razer,2014,4,6,8,não,0,3,556,QUADHD,OLED,não,1000,250,premium,16631
samsung,2022,4,7,12,sim,4,4,200,QUADHD,IPS,não,0,250,jogos_intermediarios,10357
razer,2020,10,20,8,não,0,2,446,4K,AMOLED,não,0,1000,premium,22304
positivo,2020,12,12,64,não,0,4,72,HD,TN,não,0,2000,entrada,7056
xiaomi,2023,6,10,16,não,0,2,519,4K,AMOLED,não,0,500,premium,17113
razer,2013,4,4,32,sim,6,2,82,4K,OLED,não,2000,2000,jogos_premium,20302
asus,2015,4,8,2,não,0,3,577,FULLHD,TN,não,0,1000,ultraportatil,20109
positivo,2014,10,15,6,não,0,1,107,HD,TN,não,2000,0,entrada,5849
dell,2022,10,13,32,não,0,2,485,HD,TN,não,500,250,entrada,11161
dell,2016,12,14,12,sim,6,1,134,4K,VA,não,0,2000,jogos_intermediarios,11904
lenovo,2020,10,10,16,não,0,2,253,HD,IPS,não,0,250,intermediario,10127
huawei,2015,10,10,16,não,0,2,458,4K,OLED,não,0,500,premium,23899
razer,2022,12,24,16,sim,8,4,87,FULLHD,AMOLED,não,0,250,jogos_premium,12701
xiaomi,2018,12,22,8,não,0,3,437,4K,AMOLED,não,0,250,premium,17862
razer,2018,4,4,16,não,0,2,447,FULLHD,AMOLED,não,0,250,premium,17645
acer,2017,4,4,8,não,0,3,493,QUADHD,AMOLED,não,0,2000,premium,22903
apple,2020,12,19,16,não,0,2,599,4K,AMOLED,não,0,2000,premium,27290
razer,2011,8,14,16,sim,6,2,41,FULLHD,AMOLED,não,1000,500,jogos_premium,20177
lenovo,2020,12,23,8,sim,2,4,122,FULLHD,TN,não,0,250,jogos_entrada,9391
hp,2022,8,13,16,sim,4,4,78,FULLHD,OLED,não,0,250,jogos_intermediarios,9717
acer,2011,8,14,16,sim,6,4,200,FULLHD,AMOLED,não,500,1000,jogos_premium,22382
asus,2014,10,16,8,não,0,2,460,4K,IPS,sim,1000,250,premium,18774
dell,2012,6,11,12,não,0,2,150,HD,IPS,não,250,0,intermediario,6765
razer,2015,10,15,8,não,0,3,412,4K,AMOLED,não,0,2000,premium,24101
dell,2023,4,7,6,não,0,2,90,FULLHD,IPS,sim,0,250,2em1,7310
lenovo,2013,2,4,16,não,0,4,582,HD,IPS,não,500,0,intermediario,12973
dell,2016,8,15,32,não,0,4,87,HD,VA,não,1000,0,intermediario,7875
dell,2015,4,4,16,não,0,2,539,FULLHD,TN,não,0,250,ultraportatil,14364
asus,2013,12,20,8,não,0,2,414,4K,IPS,sim,0,2000,premium,19547
hp,2017,8,12,16,sim,6,1,149,4K,OLED,não,0,250,jogos_intermediarios,12764
dell,2011,2,4,12,não,0,3,507,FULLHD,VA,não,500,500,ultraportatil,14291
lenovo,2015,6,8,2,não,0,3,558,HD,TN,não,1000,0,entrada,10858
asus,2021,12,24,2,não,0,1,409,HD,IPS,não,500,0,intermediario,11827
acer,2019,6,6,64,não,0,2,595,FULLHD,IPS,não,0,250,ultraportatil,16566
samsung,2020,6,7,2,não,0,3,330,HD,TN,não,500,0,entrada,7701
asus,2020,10,12,16,não,0,3,506,4K,OLED,não,0,500,premium,18143
xiaomi,2014,8,14,8,não,0,2,514,QUADHD,AMOLED,não,2000,250,premium,25774
samsung,2014,6,8,8,não,0,2,412,FULLHD,OLED,não,2000,250,premium,22716
razer,2017,8,8,16,não,0,2,467,4K,AMOLED,não,0,250,premium,19989
xiaomi,2018,4,8,16,não,0,3,477,QUADHD,OLED,não,0,500,premium,15540
asus,2012,2,3,16,não,0,2,117,FULLHD,AMOLED,sim,0,500,2em1,11374
xiaomi,2015,6,9,16,não,0,2,458,4K,AMOLED,não,0,500,premium,18648
apple,2023,6,9,8,não,0,2,489,4K,AMOLED,não,0,2000,premium,25318
acer,2021,10,10,12,sim,4,4,127,FULLHD,IPS,não,0,2000,jogos_entrada,9332
asus,2012,6,8,4,não,0,3,533,FULLHD,OLED,não,500,500,ultraportatil,14774
acer,2013,2,2,2,não,0,2,531,FULLHD,OLED,não,1000,1000,ultraportatil,14291
asus,2023,4,6,4,não,0,2,592,FULLHD,OLED,não,0,500,ultraportatil,19136
hp,2016,4,5,32,não,0,3,539,FULLHD,TN,não,0,250,ultraportatil,16464
lenovo,2012,6,10,16,sim,6,3,34,FULLHD,OLED,não,1000,500,jogos_intermediarios,8907
acer,2022,10,18,2,não,0,4,168,HD,VA,não,0,2000,intermediario,10025
dell,2020,4,7,8,não,0,3,177,HD,TN,não,500,0,entrada,5075
razer,2017,8,14,16,sim,6,4,117,4K,OLED,não,0,250,jogos_premium,22229
positivo,2016,6,6,6,não,0,2,117,HD,IPS,não,1000,0,entrada,5117
huawei,2023,8,12,8,não,0,3,506,4K,AMOLED,não,0,250,premium,20049
xiaomi,2022,10,19,16,não,0,2,407,4K,AMOLED,não,0,1000,premium,19928
dell,2018,8,13,6,não,0,2,454,FULLHD,IPS,sim,0,2000,2em1,13979
razer,2016,8,12,16,não,0,3,525,4K,AMOLED,não,0,1000,premium,23209
lenovo,2010,4,8,16,não,0,4,483,HD,TN,não,2000,0,entrada,10531
razer,2019,8,9,16,não,0,3,544,QUADHD,OLED,não,0,2000,premium,18687
xiaomi,2017,12,15,16,não,0,3,456,QUADHD,OLED,não,0,2000,premium,16841
razer,2012,12,19,16,não,0,2,464,FULLHD,AMOLED,não,1000,250,premium,21944
razer,2015,10,12,16,não,0,3,463,FULLHD,AMOLED,não,0,1000,premium,15825
apple,2021,10,17,16,não,0,2,466,4K,OLED,não,0,250,premium,18294
apple,2023,4,5,8,não,0,2,505,4K,AMOLED,não,0,250,premium,19342
hp,2015,6,8,12,sim,4,1,99,FULLHD,VA,não,0,2000,jogos_entrada,8023
apple,2016,4,6,16,não,0,3,407,4K,AMOLED,não,0,250,premium,24142
xiaomi,2020,8,13,8,não,0,3,586,4K,OLED,não,0,1000,premium,20121
asus,2018,10,10,2,não,0,3,185,FULLHD,AMOLED,sim,0,2000,2em1,13594
asus,2010,2,4,6,não,0,3,327,HD,OLED,não,500,0,intermediario,9015
hp,2023,8,12,8,não,0,3,526,FULLHD,IPS,não,0,500,ultraportatil,20035
acer,2021,4,8,64,não,0,3,546,FULLHD,TN,não,0,250,ultraportatil,18665
huawei,2015,6,10,8,não,0,3,406,FULLHD,AMOLED,não,0,500,premium,16783
huawei,2015,12,21,16,não,0,2,444,QUADHD,OLED,não,0,1000,premium,15677
acer,2017,6,6,8,não,0,2,504,4K,AMOLED,não,0,250,premium,22444
asus,2022,6,8,8,não,0,2,521,4K,AMOLED,não,0,250,premium,15672
lenovo,2017,4,8,6,não,0,2,513,FULLHD,OLED,não,0,2000,ultraportatil,18922
xiaomi,2023,8,12,16,não,0,3,453,4K,AMOLED,não,0,500,premium,23565
apple,2013,8,9,8,não,0,3,456,FULLHD,AMOLED,não,250,250,premium,18934
acer,2021,8,10,16,sim,6,4,180,QUADHD,OLED,não,0,250,jogos_intermediarios,11070
razer,2010,10,12,8,não,0,3,498,4K,OLED,não,2000,250,premium,19107
positivo,2019,6,11,4,não,0,1,208,HD,TN,não,250,0,entrada,6617
razer,2021,8,13,16,sim,6,4,87,FULLHD,AMOLED,não,0,2000,jogos_premium,15157
huawei,2013,10,17,8,não,0,2,416,QUADHD,AMOLED,não,500,250,premium,18686
xiaomi,2016,12,13,16,não,0,2,571,QUADHD,AMOLED,não,0,250,premium,26606
acer,2023,6,7,6,não,0,2,501,FULLHD,OLED,não,0,1000,ultraportatil,17890
samsung,2012,2,4,4,não,0,3,582,FULLHD,AMOLED,sim,1000,250,2em1,14390
apple,2013,8,15,8,não,0,2,400,QUADHD,AMOLED,não,2000,250,premium,14237
acer,2019,6,8,6,não,0,4,469,HD,TN,não,2000,0,intermediario,11584
dell,2018,12,13,12,sim,6,3,168,QUADHD,OLED,não,0,250,jogos_intermediarios,12607
samsung,2023,12,24,16,sim,6,4,78,QUADHD,TN,não,0,1000,jogos_intermediarios,11198
lenovo,2023,6,10,16,sim,8,4,122,QUADHD,OLED,não,0,1000,jogos_premium,15325
hp,2014,10,11,12,sim,4,1,189,FULLHD,OLED,não,250,2000,jogos_intermediarios,13374
positivo,2018,6,9,32,não,0,2,132,HD,TN,não,1000,0,entrada,5727
positivo,2012,6,8,6,não,0,2,186,HD,IPS,não,250,0,entrada,6119
xiaomi,2020,12,19,16,não,0,2,408,FULLHD,AMOLED,não,0,500,premium,14563
dell,2016,10,20,4,não,0,1,177,HD,TN,não,0,500,intermediario,9289
lenovo,2013,6,11,4,não,0,2,451,FULLHD,IPS,sim,250,250,2em1,14336
acer,2012,6,8,8,não,0,3,529,FULLHD,TN,não,1000,1000,ultraportatil,17959
huawei,2019,10,19,8,não,0,2,459,QUADHD,OLED,não,0,250,premium,22755
razer,2019,8,10,8,não,0,2,557,FULLHD,AMOLED,não,0,250,premium,16919
dell,2023,4,8,12,não,0,2,542,HD,IPS,não,0,2000,intermediario,14570
positivo,2011,2,4,6,não,0,2,103,HD,IPS,não,500,0,entrada,4039
samsung,2012,4,8,16,não,0,4,348,HD,IPS,não,2000,0,entrada,8721
razer,2023,8,15,16,não,0,3,508,QUADHD,OLED,não,0,250,premium,23912
samsung,2022,4,5,4,não,0,4,84,HD,TN,não,0,500,intermediario,5132
positivo,2022,4,8,4,não,0,4,220,HD,TN,não,250,250,entrada,5836
apple,2017,6,10,16,não,0,3,468,QUADHD,AMOLED,não,0,1000,premium,19631
hp,2015,10,18,16,sim,6,3,158,FULLHD,TN,não,0,2000,jogos_intermediarios,13029
acer,2023,12,19,32,não,0,3,558,HD,VA,não,0,500,intermediario,15134
hp,2014,8,11,12,sim,2,4,75,FULLHD,TN,não,1000,1000,jogos_entrada,8028
hp,2022,10,13,16,não,0,3,535,FULLHD,IPS,não,0,250,ultraportatil,14705
huawei,2017,12,23,8,não,0,2,426,FULLHD,AMOLED,não,0,1000,premium,15074
xiaomi,2012,8,15,16,não,0,2,495,4K,OLED,não,2000,250,premium,19175
hp,2019,4,4,16,sim,6,4,102,QUADHD,OLED,não,0,250,jogos_intermediarios,11182
hp,2012,6,12,12,sim,4,2,193,FULLHD,IPS,não,0,2000,jogos_entrada,10300
apple,2015,10,12,8,não,0,2,547,QUADHD,AMOLED,não,0,250,premium,20687
hp,2018,8,14,8,sim,2,1,71,FULLHD,TN,não,0,500,jogos_entrada,8106
asus,2012,2,4,16,não,0,2,351,HD,TN,não,0,500,entrada,8709
positivo,2019,10,20,64,não,0,1,226,HD,IPS,não,500,0,entrada,8369
huawei,2020,10,15,8,não,0,2,509,4K,AMOLED,não,0,500,premium,20213
hp,2019,12,20,12,sim,6,4,101,QUADHD,OLED,não,0,250,jogos_intermediarios,10541
dell,2015,8,8,8,sim,4,3,153,FULLHD,OLED,não,0,2000,jogos_entrada,8904
lenovo,2015,4,4,8,não,0,3,597,FULLHD,TN,não,0,1000,ultraportatil,19581
apple,2011,10,19,8,não,0,2,431,QUADHD,OLED,não,0,250,premium,24215
lenovo,2016,10,11,16,sim,6,3,88,QUADHD,OLED,não,0,250,jogos_intermediarios,9750
razer,2010,12,19,16,sim,6,3,50,QUADHD,OLED,não,250,2000,jogos_premium,15976
dell,2019,12,13,12,sim,2,4,146,FULLHD,TN,não,0,1000,jogos_entrada,8757
acer,2012,4,4,8,não,0,1,437,HD,TN,não,500,0,entrada,9366
lenovo,2014,10,20,12,não,0,3,565,FULLHD,OLED,não,500,125,ultraportatil,17825
hp,2021,12,21,8,sim,2,4,181,FULLHD,OLED,não,0,250,jogos_entrada,10785
apple,2013,6,12,8,não,0,3,475,QUADHD,OLED,não,1000,250,premium,20150
xiaomi,2010,12,18,16,não,0,3,548,QUADHD,AMOLED,não,500,250,premium,23588
acer,2018,8,8,6,não,0,2,442,HD,OLED,não,500,0,intermediario,13104
samsung,2013,12,17,16,não,0,2,439,QUADHD,AMOLED,não,250,250,premium,17346
dell,2021,4,7,12,sim,6,4,144,QUADHD,TN,não,0,250,jogos_intermediarios,9698
huawei,2011,6,7,16,não,0,3,570,4K,AMOLED,não,1000,250,premium,21785
acer,2022,12,16,16,não,0,1,284,HD,TN,não,0,2000,intermediario,11675
apple,2012,10,12,8,não,0,3,583,4K,AMOLED,não,0,2000,premium,22432
dell,2011,6,12,12,não,0,4,337,HD,TN,não,2000,0,entrada,8040
dell,2010,12,17,16,não,0,2,549,FULLHD,AMOLED,sim,500,250,premium,26687
hp,2022,6,6,16,sim,4,4,123,FULLHD,IPS,não,0,250,jogos_intermediarios,9738
acer,2015,8,10,16,sim,6,3,175,QUADHD,VA,não,0,1000,jogos_intermediarios,11786
positivo,2017,10,13,16,não,0,4,215,HD,IPS,não,0,500,entrada,7470
samsung,2014,10,10,16,não,0,3,489,FULLHD,OLED,não,1000,250,premium,21315
acer,2017,6,6,6,não,0,1,549,HD,IPS,não,250,0,intermediario,13243
acer,2010,2,3,2,não,0,4,96,HD,IPS,não,500,0,intermediario,6330
huawei,2020,8,8,8,não,0,2,414,QUADHD,AMOLED,não,0,250,premium,21703
asus,2013,6,12,8,não,0,2,424,FULLHD,AMOLED,sim,1000,250,premium,20512
asus,2010,2,4,8,não,0,3,528,HD,TN,não,2000,0,entrada,10328
lenovo,2011,6,8,6,não,0,3,73,FULLHD,IPS,sim,250,250,2em1,6759
razer,2018,8,8,16,sim,6,1,136,4K,AMOLED,não,0,250,jogos_premium,18671
dell,2018,4,4,8,não,0,2,543,FULLHD,VA,não,0,500,ultraportatil,17478
lenovo,2015,8,8,16,sim,6,1,171,4K,AMOLED,não,0,500,jogos_premium,15173
samsung,2014,8,9,12,não,0,3,515,FULLHD,AMOLED,sim,500,250,2em1,16597
dell,2021,10,20,12,sim,4,4,85,QUADHD,OLED,não,0,500,jogos_intermediarios,10520
samsung,2013,6,8,2,não,0,3,190,HD,OLED,não,2000,0,intermediario,7711
asus,2020,4,5,8,não,0,3,522,FULLHD,AMOLED,não,0,250,premium,18516
xiaomi,2011,10,12,8,não,0,2,517,QUADHD,AMOLED,não,1000,250,premium,17952
acer,2013,6,9,16,sim,6,4,33,FULLHD,OLED,não,2000,1000,jogos_intermediarios,9212
lenovo,2021,12,19,12,sim,4,4,38,QUADHD,IPS,não,0,250,jogos_intermediarios,8809
asus,2010,6,7,8,não,0,3,506,4K,AMOLED,não,2000,250,premium,17843
hp,2019,12,18,8,sim,2,4,171,FULLHD,TN,não,0,1000,jogos_entrada,10468
dell,2018,10,20,8,não,0,3,479,4K,IPS,sim,0,500,premium,20853
lenovo,2014,8,16,12,sim,2,4,55,FULLHD,TN,não,500,250,jogos_entrada,6351
asus,2012,2,3,12,não,0,3,105,HD,TN,não,250,0,intermediario,6088
huawei,2014,4,8,16,não,0,2,402,FULLHD,AMOLED,não,250,250,premium,14790
dell,2014,12,21,16,sim,6,2,129,4K,AMOLED,não,500,125,jogos_premium,20531
positivo,2021,10,19,6,não,0,4,176,HD,IPS,não,0,1000,entrada,6547
acer,2016,10,14,8,sim,4,2,119,FULLHD,IPS,não,0,2000,jogos_entrada,10040
positivo,2020,6,7,6,não,0,3,40,HD,TN,não,250,0,entrada,3816
lenovo,2018,10,20,12,não,0,4,385,HD,TN,não,1000,0,intermediario,11124
hp,2012,6,8,16,sim,6,1,194,FULLHD,OLED,não,250,250,jogos_intermediarios,11206
positivo,2021,12,22,32,não,0,1,270,HD,TN,não,1000,0,entrada,8139
positivo,2016,6,8,12,não,0,1,180,HD,IPS,não,500,0,entrada,6019
samsung,2012,10,11,12,sim,6,1,65,QUADHD,TN,não,250,2000,jogos_intermediarios,11154
positivo,2011,6,11,4,não,0,4,230,HD,IPS,não,0,250,entrada,7372
apple,2021,12,20,8,não,0,2,468,4K,AMOLED,não,0,500,premium,19157
acer,2019,12,19,2,não,0,2,536,FULLHD,OLED,não,0,500,ultraportatil,19514
acer,2015,6,8,2,não,0,2,540,FULLHD,OLED,não,0,500,ultraportatil,17771
xiaomi,2013,6,10,8,não,0,3,479,QUADHD,OLED,não,2000,250,premium,17531
acer,2011,12,17,32,sim,6,1,195,QUADHD,OLED,não,2000,125,jogos_premium,16840
asus,2017,4,6,32,não,0,2,171,HD,OLED,não,1000,0,intermediario,8405
acer,2022,6,10,8,sim,4,4,117,FULLHD,VA,não,0,1000,jogos_entrada,8047
samsung,2023,12,15,12,sim,6,4,188,4K,OLED,não,0,250,jogos_intermediarios,13622
acer,2015,4,4,16,não,0,2,492,FULLHD,OLED,não,0,2000,premium,20406
razer,2021,12,19,8,não,0,3,465,QUADHD,AMOLED,não,0,250,premium,16682
asus,2016,4,4,8,não,0,2,569,QUADHD,IPS,sim,0,250,premium,18454
xiaomi,2010,8,11,16,não,0,2,476,FULLHD,OLED,não,2000,250,premium,16725
dell,2012,4,4,8,não,0,3,153,FULLHD,IPS,sim,250,250,2em1,11816
lenovo,2010,4,5,16,não,0,2,434,4K,OLED,não,250,250,premium,17613
samsung,2017,6,9,8,não,0,3,472,QUADHD,IPS,sim,0,250,premium,16127
xiaomi,2023,10,13,16,não,0,3,403,QUADHD,OLED,não,0,1000,premium,19241
dell,2021,12,15,8,sim,4,4,127,FULLHD,TN,não,0,500,jogos_entrada,7551
samsung,2022,8,11,16,sim,6,4,190,FULLHD,AMOLED,não,0,250,jogos_premium,19341
xiaomi,2021,6,8,16,não,0,2,514,4K,AMOLED,não,0,500,premium,18531
apple,2013,10,15,8,não,0,2,407,FULLHD,OLED,não,1000,250,premium,18813
samsung,2020,4,4,16,não,0,3,456,4K,IPS,sim,0,500,premium,14641
razer,2021,4,4,16,sim,6,4,102,4K,OLED,não,0,1000,jogos_premium,12793
apple,2014,10,20,8,não,0,2,551,QUADHD,AMOLED,não,1000,250,premium,18936
apple,2017,10,10,16,não,0,2,556,FULLHD,AMOLED,não,0,2000,premium,17591
apple,2021,8,9,16,não,0,2,595,4K,OLED,não,0,2000,premium,18307
acer,2012,4,4,32,sim,6,1,63,FULLHD,OLED,não,2000,250,jogos_premium,12507
razer,2011,10,15,32,sim,6,3,197,QUADHD,AMOLED,não,0,250,jogos_premium,21066
positivo,2017,10,18,64,não,0,3,284,HD,IPS,não,1000,0,entrada,10050
hp,2012,2,4,8,sim,2,2,72,FULLHD,VA,não,250,1000,jogos_entrada,6985
lenovo,2010,12,22,16,não,0,2,440,FULLHD,OLED,não,1000,250,premium,24167
dell,2016,4,4,12,sim,4,4,166,FULLHD,IPS,não,0,2000,jogos_entrada,8509
positivo,2015,10,17,6,não,0,2,149,HD,TN,não,500,0,entrada,5766
lenovo,2014,8,12,12,sim,2,3,141,FULLHD,OLED,não,500,250,jogos_entrada,9110
hp,2010,6,10,8,sim,4,1,69,FULLHD,OLED,não,250,2000,jogos_entrada,9013
apple,2017,12,19,16,não,0,2,573,FULLHD,OLED,não,0,1000,premium,18346
positivo,2010,6,9,4,não,0,2,75,HD,IPS,não,500,0,entrada,4673
positivo,2015,4,8,12,não,0,4,32,HD,TN,não,1000,0,entrada,3214
hp,2017,4,4,16,não,0,2,500,FULLHD,OLED,não,0,2000,ultraportatil,15742
samsung,2014,12,18,16,sim,6,2,200,QUADHD,VA,não,1000,125,jogos_intermediarios,12174
xiaomi,2020,8,12,16,não,0,3,444,4K,OLED,não,0,250,premium,18072
huawei,2013,12,15,8,não,0,3,518,QUADHD,AMOLED,não,500,250,premium,23772
razer,2020,12,19,16,não,0,3,590,QUADHD,OLED,não,0,1000,premium,24581
